tour_id;start;end;distance;up;down;min;max;title;subtitle;difficulty;time_ascent;ascent;time_descent;descent;link;map;description
1982;;;5.46 km;889 m;192 m;1'053 m;1'884 m;;;;;;;;;;
1983;;;1.04 km;159 m;104 m;1'900 m;1'967 m;;;;;;;;;;
1986;;;1.26 km;520 m;37 m;1'482 m;2'001 m;;;;;;;;;;
199;;;4.40 km;812 m;13 m;1'819 m;2'623 m;;;;;;;;;;
204;;;10.30 km;472 m;224 m;1'841 m;2'089 m;;;;;;;;;;
2070;;;6.61 km;520 m;126 m;1'637 m;2'056 m;;;;;;;;;;
209;;;8.28 km;708 m;153 m;1'617 m;2'293 m;;;;;;;;;;
212;;;4.29 km;370 m;1 m;1'618 m;1'987 m;;;;;;;;;;
2121;;;8.57 km;1'452 m;88 m;358 m;1'733 m;;;;;;;;;;
2122;;;8.73 km;1'242 m;407 m;897 m;2'056 m;;;;;;;;;;
2123;;;0.64 km;5 m;40 m;1'853 m;1'891 m;;;;;;;;;;
2124;;;5.59 km;933 m;17 m;939 m;1'856 m;;;;;;;;;;
2129;;;10.35 km;862 m;170 m;1'410 m;2'103 m;;;;;;;;;;
2130;;;7.38 km;1'279 m;18 m;1'314 m;2'576 m;;;;;;;;;;
2133;;;6.09 km;749 m;63 m;1'890 m;2'577 m;;;;;;;;;;
2138;;;8.17 km;1'175 m;53 m;906 m;2'032 m;;;;;;;;;;
2139;;;4.51 km;48 m;688 m;2'029 m;2'677 m;;;;;;;;;;
214;;;7.54 km;421 m;8 m;944 m;1'358 m;;;;;;;;;;
2140;;;4.39 km;29 m;958 m;2'031 m;2'966 m;;;;;;;;;;
2141;;;5.30 km;533 m;264 m;2'254 m;2'577 m;;;;;;;;;;
2142;;;6.74 km;968 m;21 m;1'192 m;2'139 m;;;;;;;;;;
2144;;;7.04 km;787 m;498 m;1'839 m;2'478 m;;;;;;;;;;
2146;;;0.33 km;12 m;6 m;1'766 m;1'777 m;;;;;;;;;;
2147;;;3.48 km;710 m;17 m;1'086 m;1'780 m;;;;;;;;;;
2149;;;2.47 km;740 m;4 m;1'050 m;1'786 m;;;;;;;;;;
215;;;4.11 km;557 m;3 m;662 m;1'217 m;;;;;;;;;;
216;;;3.28 km;325 m;322 m;1'335 m;1'482 m;;;;;;;;;;
2160;;;6.29 km;1'028 m;113 m;774 m;1'712 m;;;;;;;;;;
218;;;7.37 km;406 m;70 m;1'313 m;1'649 m;;;;;;;;;;
2197;;;1.60 km;490 m;0 m;1'916 m;2'406 m;;;;;;;;;;
2198;;;6.06 km;1'166 m;47 m;1'041 m;2'197 m;;;;;;;;;;
2199;;;7.35 km;1'414 m;52 m;1'043 m;2'440 m;;;;;;;;;;
2201;;;4.74 km;875 m;1 m;1'185 m;2'060 m;;;;;;;;;;
2206;;;6.04 km;911 m;66 m;1'409 m;2'255 m;;;;;;;;;;
2207;;;4.89 km;667 m;196 m;2'010 m;2'579 m;;;;;;;;;;
2208;;;3.89 km;587 m;95 m;2'010 m;2'587 m;;;;;;;;;;
2209;;;4.77 km;939 m;8 m;2'087 m;3'018 m;;;;;;;;;;
221;;;7.39 km;858 m;87 m;1'460 m;2'232 m;;;;;;;;;;
2226;;;0.58 km;68 m;0 m;2'097 m;2'164 m;;;;;;;;;;
2242;;;3.62 km;777 m;34 m;1'386 m;2'132 m;;;;;;;;;;
2243;;;1.33 km;164 m;8 m;1'840 m;1'997 m;;;;;;;;;;
2244;;;5.05 km;975 m;59 m;993 m;1'938 m;;;;;;;;;;
2291;;;8.37 km;792 m;56 m;1'605 m;2'341 m;;;;;;;;;;
2292;;;6.85 km;800 m;26 m;1'459 m;2'234 m;;;;;;;;;;
2299;;;5.94 km;933 m;25 m;1'093 m;2'001 m;;;;;;;;;;
2311;;;7.94 km;959 m;47 m;1'907 m;2'819 m;;;;;;;;;;
2312;;;7.86 km;738 m;216 m;2'342 m;2'864 m;;;;;;;;;;
2313;;;4.38 km;236 m;436 m;1'468 m;1'815 m;;;;;;;;;;
2317;;;2.70 km;509 m;20 m;1'997 m;2'486 m;;;;;;;;;;
2319;;;0.18 km;0 m;40 m;2'485 m;2'524 m;;;;;;;;;;
2320;;;8.27 km;740 m;44 m;1'818 m;2'521 m;;;;;;;;;;
2321;;;0.37 km;27 m;3 m;1'867 m;1'894 m;;;;;;;;;;
2322;;;5.68 km;995 m;44 m;1'476 m;2'427 m;;;;;;;;;;
2323;;;0.20 km;0 m;15 m;2'209 m;2'224 m;;;;;;;;;;
2347;;;1.89 km;296 m;82 m;1'998 m;2'223 m;;;;;;;;;;
2348;;;0.68 km;7 m;0 m;1'352 m;1'359 m;;;;;;;;;;
2358;;;na;na;na;na;na;;;;;;;;;;
2360;;;4.17 km;163 m;122 m;1'309 m;1'399 m;;;;;;;;;;
2361;;;3.78 km;823 m;101 m;1'352 m;2'121 m;;;;;;;;;;
2362;;;3.55 km;846 m;29 m;866 m;1'710 m;;;;;;;;;;
2363;;;5.46 km;971 m;10 m;1'025 m;1'986 m;;;;;;;;;;
2364;;;5.51 km;1'210 m;114 m;425 m;1'540 m;;;;;;;;;;
2365;;;2.97 km;356 m;8 m;1'389 m;1'736 m;;;;;;;;;;
2366;;;4.20 km;665 m;22 m;1'365 m;2'019 m;;;;;;;;;;
2367;;;4.09 km;223 m;391 m;2'450 m;2'707 m;;;;;;;;;;
2370;;;3.07 km;507 m;8 m;977 m;1'476 m;;;;;;;;;;
2371;;;4.23 km;717 m;8 m;983 m;1'692 m;;;;;;;;;;
2372;;;5.13 km;786 m;29 m;1'255 m;2'012 m;;;;;;;;;;
2373;;;4.67 km;866 m;93 m;1'474 m;2'246 m;;;;;;;;;;
2374;;;11.57 km;1'401 m;325 m;1'335 m;2'413 m;;;;;;;;;;
2375;;;7.16 km;1'441 m;58 m;1'002 m;2'387 m;;;;;;;;;;
2376;;;8.66 km;755 m;313 m;1'936 m;2'480 m;;;;;;;;;;
2377;;;10.15 km;1'534 m;65 m;959 m;2'430 m;;;;;;;;;;
2378;;;6.42 km;926 m;347 m;1'956 m;2'569 m;;;;;;;;;;
2379;;;7.17 km;492 m;159 m;474 m;842 m;;;;;;;;;;
2380;;;3.68 km;1'080 m;26 m;1'909 m;2'964 m;;;;;;;;;;
2381;;;5.82 km;1'000 m;4 m;502 m;1'500 m;;;;;;;;;;
2382;;;3.60 km;598 m;28 m;1'474 m;2'044 m;;;;;;;;;;
2383;;;6.17 km;321 m;140 m;2'219 m;2'428 m;;;;;;;;;;
2384;;;3.32 km;579 m;0 m;2'208 m;2'787 m;;;;;;;;;;
2385;;;2.07 km;494 m;0 m;1'859 m;2'352 m;;;;;;;;;;
2386;;;3.08 km;44 m;608 m;1'975 m;2'561 m;;;;;;;;;;
2387;;;6.37 km;775 m;152 m;1'840 m;2'463 m;;;;;;;;;;
2394;;;4.79 km;606 m;56 m;2'120 m;2'671 m;;;;;;;;;;
2395;;;2.91 km;574 m;5 m;1'841 m;2'409 m;;;;;;;;;;
2396;;;1.95 km;208 m;21 m;1'658 m;1'853 m;;;;;;;;;;
2397;;;1.40 km;109 m;73 m;2'136 m;2'200 m;;;;;;;;;;
2398;;;6.20 km;1'064 m;17 m;1'331 m;2'378 m;;;;;;;;;;
2399;;;9.02 km;1'228 m;32 m;1'271 m;2'482 m;;;;;;;;;;
2400;;;2.35 km;517 m;8 m;794 m;1'307 m;;;;;;;;;;
2401;;;4.24 km;552 m;361 m;2'184 m;2'699 m;;;;;;;;;;
2417;;;1.34 km;618 m;4 m;2'564 m;3'179 m;;;;;;;;;;
242;;;7.37 km;407 m;70 m;1'313 m;1'649 m;;;;;;;;;;
243;;;7.65 km;1'014 m;125 m;1'279 m;2'190 m;;;;;;;;;;
2435;;;4.93 km;947 m;31 m;1'406 m;2'322 m;;;;;;;;;;
244;;;6.78 km;887 m;384 m;1'625 m;2'430 m;;;;;;;;;;
245;;;4.62 km;120 m;3 m;1'611 m;1'728 m;;;;;;;;;;
246;;;5.32 km;699 m;4 m;1'969 m;2'665 m;;;;;;;;;;
2466;;;5.71 km;741 m;23 m;969 m;1'686 m;;;;;;;;;;
247;;;8.35 km;821 m;183 m;1'969 m;2'665 m;;;;;;;;;;
2474;;;3.19 km;648 m;29 m;1'687 m;2'335 m;;;;;;;;;;
248;;;5.81 km;885 m;16 m;1'768 m;2'637 m;;;;;;;;;;
2481;;;2.25 km;76 m;417 m;2'123 m;2'474 m;;;;;;;;;;
2486;;;5.86 km;616 m;124 m;1'863 m;2'358 m;;;;;;;;;;
2487;;;8 km;1'130 m;35 m;1'340 m;2'454 m;;;;;;;;;;
2488;;;0.07 km;13 m;0 m;1'715 m;1'727 m;;;;;;;;;;
2489;;;1.03 km;112 m;13 m;2'922 m;3'032 m;;;;;;;;;;
249;;;11.80 km;1'151 m;62 m;1'605 m;2'694 m;;;;;;;;;;
2490;;;4.58 km;742 m;6 m;2'401 m;3'137 m;;;;;;;;;;
2491;;;4.49 km;1'026 m;13 m;1'244 m;2'268 m;;;;;;;;;;
2492;;;3.50 km;542 m;21 m;2'135 m;2'655 m;;;;;;;;;;
2493;;;3.87 km;313 m;112 m;1'859 m;2'142 m;;;;;;;;;;
2495;;;0.11 km;1 m;12 m;2'132 m;2'143 m;;;;;;;;;;
2498;;;3.44 km;557 m;21 m;1'396 m;1'934 m;;;;;;;;;;
2499;;;4.54 km;610 m;6 m;906 m;1'510 m;;;;;;;;;;
250;;;8.95 km;550 m;441 m;2'176 m;2'695 m;;;;;;;;;;
2500;;;7.89 km;769 m;361 m;1'468 m;2'132 m;;;;;;;;;;
2501;;;3.46 km;559 m;22 m;1'395 m;1'934 m;;;;;;;;;;
2502;;;3.14 km;600 m;0 m;1'008 m;1'608 m;;;;;;;;;;
251;;;3.02 km;496 m;19 m;2'349 m;2'826 m;;;;;;;;;;
2519;;;0.06 km;0 m;6 m;3'136 m;3'142 m;;;;;;;;;;
252;;;4.77 km;269 m;37 m;1'673 m;1'910 m;;;;;;;;;;
2520;;;7.26 km;916 m;806 m;1'639 m;2'547 m;;;;;;;;;;
253;;;5.94 km;594 m;51 m;1'673 m;2'229 m;;;;;;;;;;
2538;;;5.86 km;1'240 m;18 m;1'181 m;2'402 m;;;;;;;;;;
2539;;;4.13 km;792 m;86 m;1'633 m;2'339 m;;;;;;;;;;
254;;;3.14 km;100 m;21 m;1'673 m;1'754 m;;;;;;;;;;
2540;;;5.97 km;1'115 m;18 m;1'311 m;2'407 m;;;;;;;;;;
2550;;;3.15 km;245 m;211 m;2'860 m;3'055 m;;;;;;;;;;
2551;;;1.99 km;399 m;3 m;2'458 m;2'854 m;;;;;;;;;;
2552;;;9 km;519 m;24 m;1'331 m;1'827 m;;;;;;;;;;
2555;;;6.93 km;1'286 m;51 m;1'652 m;2'893 m;;;;;;;;;;
2556;;;4.25 km;1'149 m;15 m;1'594 m;2'741 m;;;;;;;;;;
256;;;7.73 km;828 m;134 m;1'818 m;2'521 m;;;;;;;;;;
258;;;7.90 km;1'602 m;57 m;1'117 m;2'673 m;;;;;;;;;;
2586;;;4.03 km;969 m;21 m;702 m;1'656 m;;;;;;;;;;
2587;;;3.56 km;1'023 m;3 m;476 m;1'499 m;;;;;;;;;;
259;;;4.07 km;983 m;14 m;1'399 m;2'377 m;;;;;;;;;;
260;;;4.01 km;712 m;33 m;2'570 m;3'261 m;;;;;;;;;;
261;;;8.42 km;1'428 m;21 m;1'854 m;3'261 m;;;;;;;;;;
262;;;8.18 km;895 m;126 m;1'799 m;2'568 m;;;;;;;;;;
263;;;11.85 km;1'565 m;138 m;1'137 m;2'568 m;;;;;;;;;;
264;;;16.85 km;1'272 m;795 m;1'625 m;2'568 m;;;;;;;;;;
2644;;;10.18 km;1'693 m;113 m;1'672 m;3'252 m;;;;;;;;;;
265;;;9.76 km;742 m;90 m;1'911 m;2'568 m;;;;;;;;;;
2657;;;0.48 km;2 m;102 m;2'065 m;2'167 m;;;;;;;;;;
266;;;5.14 km;371 m;92 m;1'981 m;2'313 m;;;;;;;;;;
267;;;2.26 km;370 m;2 m;1'613 m;1'983 m;;;;;;;;;;
2679;;;7.48 km;1'360 m;25 m;1'969 m;3'304 m;;;;;;;;;;
268;;;7.11 km;636 m;18 m;1'537 m;2'155 m;;;;;;;;;;
269;;;2.85 km;324 m;20 m;2'421 m;2'732 m;;;;;;;;;;
2691;;;5.36 km;980 m;12 m;1'031 m;2'002 m;;;;;;;;;;
2692;;;4.44 km;666 m;185 m;2'004 m;2'485 m;;;;;;;;;;
27;;;7.62 km;877 m;314 m;1'607 m;2'172 m;;;;;;;;;;
270;;;10.01 km;1'096 m;492 m;1'969 m;2'753 m;;;;;;;;;;
2706;;;5.90 km;1'300 m;8 m;957 m;2'251 m;;;;;;;;;;
271;;;3.31 km;449 m;15 m;2'106 m;2'540 m;;;;;;;;;;
272;;;6.29 km;1'015 m;13 m;1'537 m;2'539 m;;;;;;;;;;
273;;;6.72 km;865 m;209 m;1'782 m;2'439 m;;;;;;;;;;
274;;;5.43 km;766 m;111 m;1'783 m;2'438 m;;;;;;;;;;
275;;;7.28 km;754 m;188 m;1'782 m;2'348 m;;;;;;;;;;
277;;;2.90 km;526 m;119 m;1'357 m;1'764 m;;;;;;;;;;
278;;;2.13 km;534 m;30 m;1'357 m;1'886 m;;;;;;;;;;
2817;;;4.36 km;734 m;44 m;1'409 m;2'100 m;;;;;;;;;;
2818;;;2.56 km;180 m;33 m;1'960 m;2'124 m;;;;;;;;;;
282;;;5.89 km;740 m;16 m;1'402 m;2'127 m;;;;;;;;;;
2828;;;0.43 km;134 m;0 m;2'833 m;2'967 m;;;;;;;;;;
283;;;3.33 km;593 m;7 m;1'784 m;2'371 m;;;;;;;;;;
2833;;;3.22 km;278 m;172 m;1'596 m;1'792 m;;;;;;;;;;
284;;;5.39 km;1'040 m;41 m;1'079 m;2'105 m;;;;;;;;;;
2842;;;5.63 km;1'085 m;42 m;1'409 m;2'452 m;;;;;;;;;;
285;;;3.32 km;907 m;0 m;1'198 m;2'105 m;;;;;;;;;;
289;;;4.02 km;1'114 m;5 m;911 m;2'020 m;;;;;;;;;;
2929;;;5.28 km;1'033 m;27 m;1'537 m;2'543 m;;;;;;;;;;
293;;;2.69 km;440 m;7 m;1'521 m;1'956 m;;;;;;;;;;
2933;;;2.28 km;456 m;18 m;2'105 m;2'543 m;;;;;;;;;;
2937;;;3.49 km;640 m;33 m;1'723 m;2'330 m;;;;;;;;;;
2938;;;8.49 km;1'157 m;43 m;1'672 m;2'786 m;;;;;;;;;;
2942;;;na;na;na;na;na;;;;;;;;;;
2943;;;1.77 km;89 m;27 m;1'097 m;1'170 m;;;;;;;;;;
2944;;;7.05 km;621 m;27 m;1'655 m;2'249 m;;;;;;;;;;
2945;;;2.55 km;181 m;92 m;3'079 m;3'259 m;;;;;;;;;;
2946;;;8.35 km;1'696 m;18 m;1'151 m;2'829 m;;;;;;;;;;
2947;;;2.69 km;334 m;62 m;2'190 m;2'466 m;;;;;;;;;;
2948;;;5.21 km;710 m;46 m;1'609 m;2'302 m;;;;;;;;;;
2949;;;4.44 km;596 m;422 m;2'008 m;2'391 m;;;;;;;;;;
2970;;;5.32 km;955 m;1 m;812 m;1'766 m;;;;;;;;;;
2994;;;5.98 km;783 m;12 m;1'460 m;2'232 m;;;;;;;;;;
2996;;;7.53 km;730 m;127 m;1'616 m;2'293 m;;;;;;;;;;
3003;;;na;na;na;na;na;;;;;;;;;;
3004;;;na;na;na;na;na;;;;;;;;;;
3026;;;9.42 km;1'477 m;173 m;805 m;2'115 m;;;;;;;;;;
3044;;;1.49 km;78 m;27 m;1'793 m;1'847 m;;;;;;;;;;
3050;;;8.47 km;736 m;58 m;1'097 m;1'784 m;;;;;;;;;;
3053;;;9.74 km;1'075 m;56 m;1'097 m;2'127 m;;;;;;;;;;
3055;;;5.48 km;1'031 m;28 m;1'097 m;2'109 m;;;;;;;;;;
3058;;;5.42 km;630 m;30 m;1'897 m;2'497 m;;;;;;;;;;
3061;;;9.72 km;1'180 m;35 m;1'476 m;2'622 m;;;;;;;;;;
3063;;;8.19 km;885 m;818 m;1'953 m;2'641 m;;;;;;;;;;
3064;;;9.94 km;429 m;179 m;1'841 m;2'090 m;;;;;;;;;;
3065;;;9.14 km;572 m;463 m;2'180 m;2'717 m;;;;;;;;;;
3066;;;4.23 km;366 m;1 m;1'623 m;1'989 m;;;;;;;;;;
3067;;;3.58 km;127 m;5 m;944 m;1'066 m;;;;;;;;;;
3068;;;8.26 km;1'085 m;51 m;1'537 m;2'572 m;;;;;;;;;;
3070;;;0.68 km;48 m;11 m;2'522 m;2'562 m;;;;;;;;;;
3071;;;12.79 km;768 m;1'217 m;1'888 m;2'972 m;;;;;;;;;;
3072;;;10.91 km;1'505 m;961 m;1'978 m;3'217 m;;;;;;;;;;
3073;;;6.96 km;535 m;470 m;2'467 m;2'881 m;;;;;;;;;;
3078;;;11.36 km;1'173 m;141 m;1'310 m;2'449 m;;;;;;;;;;
3079;;;5.37 km;746 m;69 m;2'087 m;2'781 m;;;;;;;;;;
3080;;;5.03 km;379 m;298 m;1'791 m;2'119 m;;;;;;;;;;
3081;;;4.10 km;721 m;34 m;1'566 m;2'263 m;;;;;;;;;;
3126;;;9.16 km;1'034 m;463 m;1'600 m;2'429 m;;;;;;;;;;
31316;;;5.16 km;1'025 m;20 m;1'841 m;2'849 m;;;;;;;;;;
3148;;;1.79 km;50 m;14 m;2'095 m;2'132 m;;;;;;;;;;
3152;;;11 km;1'338 m;362 m;1'363 m;2'639 m;;;;;;;;;;
3153;;;5.27 km;1'184 m;32 m;1'723 m;2'876 m;;;;;;;;;;
3154;;;3.39 km;987 m;19 m;1'359 m;2'328 m;;;;;;;;;;
3167;;;7.50 km;1'735 m;61 m;1'161 m;2'834 m;;;;;;;;;;
3169;;;5.10 km;429 m;18 m;1'171 m;1'594 m;;;;;;;;;;
3173;;;6.82 km;850 m;84 m;1'236 m;2'003 m;;;;;;;;;;
3175;;;11.83 km;722 m;152 m;1'871 m;2'502 m;;;;;;;;;;
3178;;;4.24 km;111 m;278 m;2'257 m;2'502 m;;;;;;;;;;
3179;;;0.07 km;6 m;2 m;1'859 m;1'866 m;;;;;;;;;;
3182;;;5.40 km;710 m;40 m;1'623 m;2'317 m;;;;;;;;;;
3183;;;4.96 km;768 m;43 m;1'578 m;2'303 m;;;;;;;;;;
3184;;;2.69 km;153 m;237 m;2'706 m;2'873 m;;;;;;;;;;
3186;;;6.72 km;1'297 m;37 m;1'316 m;2'576 m;;;;;;;;;;
3191;;;1.19 km;2 m;216 m;2'363 m;2'577 m;;;;;;;;;;
3198;;;11.92 km;1'202 m;959 m;1'613 m;2'633 m;;;;;;;;;;
3200;;;5.96 km;724 m;2 m;1'613 m;2'335 m;;;;;;;;;;
3203;;;6.04 km;1'222 m;19 m;1'381 m;2'584 m;;;;;;;;;;
3204;;;5.30 km;1'226 m;11 m;1'368 m;2'584 m;;;;;;;;;;
3205;;;3.29 km;836 m;19 m;1'615 m;2'432 m;;;;;;;;;;
3206;;;6.49 km;650 m;502 m;2'320 m;2'802 m;;;;;;;;;;
3207;;;3.69 km;1'008 m;39 m;1'839 m;2'835 m;;;;;;;;;;
3208;;;4.38 km;36 m;1'037 m;1'808 m;2'835 m;;;;;;;;;;
3209;;;5.32 km;1'338 m;110 m;1'412 m;2'640 m;;;;;;;;;;
3210;;;3.44 km;643 m;124 m;2'101 m;2'623 m;;;;;;;;;;
3212;;;5.62 km;804 m;1 m;1'300 m;2'104 m;;;;;;;;;;
3213;;;9.92 km;886 m;124 m;1'784 m;2'574 m;;;;;;;;;;
3214;;;15.35 km;1'317 m;440 m;1'280 m;2'379 m;;;;;;;;;;
3215;;;2.13 km;369 m;0 m;1'613 m;1'982 m;;;;;;;;;;
3228;;;14.04 km;929 m;91 m;1'774 m;2'616 m;;;;;;;;;;
3233;;;4.54 km;57 m;738 m;2'611 m;3'293 m;;;;;;;;;;
3240;;;6.76 km;316 m;12 m;1'700 m;2'005 m;;;;;;;;;;
3241;;;11.39 km;830 m;21 m;1'774 m;2'584 m;;;;;;;;;;
3242;;;4.84 km;897 m;2 m;1'697 m;2'593 m;;;;;;;;;;
3243;;;7.45 km;940 m;488 m;2'198 m;2'981 m;;;;;;;;;;
3246;;;4.74 km;1'036 m;16 m;1'441 m;2'472 m;;;;;;;;;;
3247;;;7.37 km;1'233 m;14 m;834 m;2'053 m;;;;;;;;;;
3248;;;7.72 km;981 m;44 m;956 m;1'895 m;;;;;;;;;;
3250;;;3.85 km;1'036 m;126 m;994 m;2'018 m;;;;;;;;;;
3254;;;1.89 km;556 m;13 m;1'175 m;1'728 m;;;;;;;;;;
3255;;;12.33 km;983 m;734 m;2'234 m;3'089 m;;;;;;;;;;
3256;;;8.76 km;712 m;48 m;1'611 m;2'275 m;;;;;;;;;;
32575;;;9.25 km;1'637 m;74 m;1'084 m;2'648 m;;;;;;;;;;
32589;;;1.96 km;621 m;4 m;1'565 m;2'181 m;;;;;;;;;;
32590;;;7.70 km;1'020 m;86 m;1'522 m;2'456 m;;;;;;;;;;
3265;;;4.33 km;1'536 m;5 m;1'409 m;2'941 m;;;;;;;;;;
32677;;;6.03 km;828 m;66 m;1'932 m;2'722 m;;;;;;;;;;
32686;;;5.22 km;1'273 m;1 m;329 m;1'601 m;;;;;;;;;;
32687;;;5.78 km;1'422 m;3 m;329 m;1'748 m;;;;;;;;;;
32688;;;6.75 km;1'662 m;4 m;329 m;1'988 m;;;;;;;;;;
32689;;;8.80 km;1'160 m;24 m;1'708 m;2'851 m;;;;;;;;;;
3275;;;2.02 km;14 m;396 m;2'723 m;3'110 m;;;;;;;;;;
3278;;;7.18 km;775 m;25 m;1'517 m;2'267 m;;;;;;;;;;
3279;;;6.98 km;906 m;25 m;1'517 m;2'411 m;;;;;;;;;;
3280;;;6.86 km;31 m;746 m;2'166 m;2'881 m;;;;;;;;;;
3281;;;8.11 km;1'293 m;31 m;1'439 m;2'706 m;;;;;;;;;;
3296;;;8.99 km;86 m;1'524 m;1'209 m;2'647 m;;;;;;;;;;
3298;;;7.77 km;1'510 m;3 m;567 m;2'077 m;;;;;;;;;;
3303;;;0.72 km;142 m;15 m;2'775 m;2'913 m;;;;;;;;;;
3304;;;5.73 km;1'573 m;8 m;1'278 m;2'844 m;;;;;;;;;;
3305;;;13.33 km;1'106 m;311 m;1'218 m;2'041 m;;;;;;;;;;
3306;;;9.46 km;754 m;101 m;1'905 m;2'569 m;;;;;;;;;;
3309;;;6.54 km;1'350 m;59 m;1'169 m;2'511 m;;;;;;;;;;
3310;;;6.57 km;1'019 m;39 m;1'405 m;2'386 m;;;;;;;;;;
3311;;;7.88 km;1'251 m;128 m;870 m;1'994 m;;;;;;;;;;
3312;;;7.18 km;734 m;106 m;926 m;1'553 m;;;;;;;;;;
3313;;;5.61 km;986 m;149 m;1'690 m;2'554 m;;;;;;;;;;
3314;;;4.09 km;319 m;7 m;1'082 m;1'394 m;;;;;;;;;;
3315;;;4.68 km;787 m;20 m;711 m;1'478 m;;;;;;;;;;
3316;;;7.15 km;460 m;1'024 m;1'479 m;2'477 m;;;;;;;;;;
3318;;;6.47 km;1'219 m;14 m;897 m;2'103 m;;;;;;;;;;
3320;;;7.99 km;1'237 m;4 m;1'017 m;2'253 m;;;;;;;;;;
3321;;;5.85 km;75 m;685 m;2'322 m;2'947 m;;;;;;;;;;
335;;;10.50 km;1'062 m;8 m;944 m;1'997 m;;;;;;;;;;
3374;;;0.65 km;140 m;2 m;2'461 m;2'600 m;;;;;;;;;;
3377;;;na;na;na;na;na;;;;;;;;;;
349;;;11.17 km;1'804 m;614 m;914 m;2'373 m;;;;;;;;;;
3518;;;4.02 km;596 m;22 m;1'526 m;2'100 m;;;;;;;;;;
353;;;1.40 km;353 m;2 m;1'902 m;2'255 m;;;;;;;;;;
354;;;1.02 km;353 m;3 m;1'902 m;2'255 m;;;;;;;;;;
355;;;1.33 km;85 m;16 m;1'081 m;1'166 m;;;;;;;;;;
356;;;1.14 km;85 m;0 m;1'081 m;1'166 m;;;;;;;;;;
357;;;5.79 km;941 m;36 m;998 m;1'907 m;;;;;;;;;;
359;;;5.03 km;492 m;64 m;1'860 m;2'290 m;;;;;;;;;;
360;;;3.28 km;532 m;1 m;1'718 m;2'249 m;;;;;;;;;;
361;;;0.07 km;3 m;2 m;1'859 m;1'861 m;;;;;;;;;;
362;;;9.64 km;641 m;503 m;1'655 m;1'952 m;;;;;;;;;;
363;;;4.77 km;784 m;20 m;711 m;1'475 m;;;;;;;;;;
364;;;8.29 km;464 m;1'016 m;1'475 m;2'477 m;;;;;;;;;;
365;;;3.94 km;519 m;24 m;831 m;1'333 m;;;;;;;;;;
366;;;8.64 km;1'020 m;408 m;1'433 m;2'347 m;;;;;;;;;;
367;;;5.52 km;475 m;44 m;832 m;1'264 m;;;;;;;;;;
368;;;2.92 km;265 m;55 m;1'862 m;2'072 m;;;;;;;;;;
369;;;8.36 km;676 m;121 m;933 m;1'539 m;;;;;;;;;;
3696;;;3.68 km;752 m;6 m;1'490 m;2'238 m;;;;;;;;;;
3697;;;7.85 km;531 m;552 m;2'223 m;2'648 m;;;;;;;;;;
3699;;;7.74 km;886 m;141 m;1'782 m;2'560 m;;;;;;;;;;
370;;;6.29 km;277 m;118 m;647 m;831 m;;;;;;;;;;
3764;;;2.22 km;402 m;55 m;2'194 m;2'561 m;;;;;;;;;;
3772;;;2.22 km;330 m;24 m;1'129 m;1'456 m;;;;;;;;;;
378;;;5.65 km;614 m;120 m;805 m;1'330 m;;;;;;;;;;
379;;;6.21 km;672 m;229 m;1'954 m;2'452 m;;;;;;;;;;
381;;;6.29 km;277 m;118 m;647 m;831 m;;;;;;;;;;
382;;;4.44 km;739 m;121 m;1'882 m;2'575 m;;;;;;;;;;
3827;;;4.22 km;650 m;215 m;2'191 m;2'725 m;;;;;;;;;;
384;;;3.72 km;781 m;1 m;852 m;1'632 m;;;;;;;;;;
3840;;;3.17 km;428 m;35 m;2'282 m;2'684 m;;;;;;;;;;
385;;;2.32 km;556 m;15 m;1'176 m;1'730 m;;;;;;;;;;
3855;;;na;na;na;na;na;;;;;;;;;;
3857;;;2.36 km;389 m;3 m;1'786 m;2'172 m;;;;;;;;;;
386;;;0.53 km;33 m;21 m;1'700 m;1'730 m;;;;;;;;;;
387;;;3.78 km;476 m;4 m;608 m;1'082 m;;;;;;;;;;
388;;;8.84 km;743 m;461 m;1'448 m;2'138 m;;;;;;;;;;
3882;;;na;na;na;na;na;;;;;;;;;;
389;;;10.74 km;792 m;366 m;1'299 m;1'737 m;;;;;;;;;;
390;;;4.24 km;381 m;29 m;831 m;1'183 m;;;;;;;;;;
3907;;;6.13 km;1'111 m;1 m;1'373 m;2'483 m;;;;;;;;;;
392;;;6.18 km;1'049 m;8 m;1'441 m;2'487 m;;;;;;;;;;
3928;;;8.18 km;1'027 m;19 m;1'969 m;2'979 m;;;;;;;;;;
3929;;;0.17 km;1 m;41 m;2'483 m;2'524 m;;;;;;;;;;
393;;;9.86 km;1'004 m;459 m;1'969 m;2'694 m;;;;;;;;;;
3930;;;0.20 km;8 m;24 m;2'202 m;2'226 m;;;;;;;;;;
3931;;;1.89 km;265 m;57 m;2'447 m;2'664 m;;;;;;;;;;
395;;;3.12 km;334 m;0 m;931 m;1'265 m;;;;;;;;;;
396;;;5.13 km;603 m;14 m;1'766 m;2'355 m;;;;;;;;;;
397;;;4.32 km;1'056 m;20 m;1'526 m;2'563 m;;;;;;;;;;
399;;;5.18 km;1'191 m;30 m;1'384 m;2'563 m;;;;;;;;;;
3998;;;6.05 km;1'055 m;25 m;1'049 m;2'103 m;;;;;;;;;;
4;;;3.15 km;335 m;2 m;931 m;1'264 m;;;;;;;;;;
