tour_id,start,end,distance_clean,ascent_clean,descent_clean,time_ascent_clean,time_descent_clean,difficulty,difficulty_calc1,fitness_calc2,leistungskm_calc3,min_clean,max_clean,title,subtitle,link,map,description
148,46.77556551690877;10.152630527214065,46.830648461879214;10.132347156918042,7.11,na,na,00:00:00,00:00:00,T1,easy,na,7,1655,2249,From Guarda through Val Tuoi (Normal route),Chamonna Tuoi CAS 2250 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-tuoi-cas-2147000280/mountain-hiking/from-guarda-through-val-tuoi-148/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamonna-tuoi-cas-2147000280/berg-und-alpinwandern/von-guarda-durch-das-val-tuoi-148/,"From the east exit of the village of Guarda, a dirt road leads northwest into the ""straight and narrows"" of Val Tuoi, first past Clüs, then via Alp Suot. Stay on this road on the east side of the valley, and follow it all the way to the hut."
5489,46.91750055573247;10.09238637558795,46.86827087176395;10.116387941442735,7.24, 840 ,na,04:45:00,00:00:00,T4+,difficult,medium,16,2031,2466,Von der Bielerhöhe über die Wiesbadener Hütte,Chamonna Tuoi CAS 2250 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-tuoi-cas-2147000280/mountain-hiking/von-der-bielerhoehe-ueber-die-wiesbadener-huette-5489/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamonna-tuoi-cas-2147000280/berg-und-alpinwandern/von-der-bielerhoehe-ueber-die-wiesbadener-huette-5489/,"Von der Bielerhöhe zum Ostufer des Stausees und diesem entlang, bis links ein markierter Bergweg abzweigt. Nun etwas erhöht über dem See und der Strasse ins Ochsental einbiegen und allmählich durch die Flanke ansteigend zur Wiesbadener Hütte (2443 m). (Die Strasse ist im Vergleich nur unwesentlich kürzer, aber deutlich weniger interessant.)"
1010,46.20374432351679;8.576665351744825,46.17739832367652;8.592756351832016,5.29, 1300 , 1240 ,03:45:00,02:15:00,T3,medium,difficult,18,850,2003,Comologno – Pizzo Ruscada – Monte di Comino (Normal route),Pizzo Ruscada 2003 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-ruscada-1603/mountain-hiking/comologno-pizzo-ruscada-monte-di-comino-1010/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/pizzo-ruscada-1603/berg-und-alpinwandern/comologno-pizzo-ruscada-monte-di-comino-1010/,"The descent to the Isorno begins at the church of Comologno and leads to Corte passing the cemetery in the west. Before the first house of the lower group of houses at Corte (wooden signpost) a narrow, winding path leads down to the wooden bridge (856 m) across the Isorno (nice, well accessible spots to take a swim to the right and the left of the bridge). After crossing the Isorno another bridge leads across the impressive, deeply carved out and mossy Valle del Guald. After a few steep switchbacks the trail winds its way up the forest and leads to Alpe Lombardone (1588 m) on the astonishingly rocky ridge (or slightly to the left of it). Now keeping to the right of the ridge, you reach the collapsed buildings at 1705 m, where the trail leaves the ridge for good to lead towards Alpe Ruscada in a constant up and down. A few metres before the ruins at P. 1737 a faint, narrow path goes directly up to the north ridge of Pizzo Ruscada in small pastures and many thickets of Alpine rhododendrons. Across some boulders you easily reach the summit of Pizzo Ruscada (2004 m)."
5769,46.177299019322035;8.592921017551745,46.165809644922525;8.530225565204905,6.8,na, 920 ,00:00:00,04:30:00,T3+,medium,na,7,1638,2003,Abstieg zur Piana di Vigezzo,Pizzo Ruscada 2003 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-ruscada-1603/mountain-hiking/abstieg-zur-piana-di-vigezzo-5769/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/pizzo-ruscada-1603/berg-und-alpinwandern/abstieg-zur-piana-di-vigezzo-5769/,"Vom Pizzo Ruscada über den Nordgrat zum Cappellone, dort nach links und durch die Flanke schräg hinab zu den schönen Ruinen der Alpe Ruscada. Durch die Südflanke des Pizzo di Mezzodì quert man zur Landesgrenze, die man beim Grenzstein Nr. 20 überschreitet. Unterhalb der Punta della Forcoletta zur Alpe di Olgia, dann nordseitig um P. 1760 herum zur Bocchetta di Cortaccio. Ein breiter Rücken führt zu den stattlichen Ställen der Alpen Colma und Motto, von wo man über eine Weide zum Grat gelangt. An P. 1903 vorbei, kurz etwas luftig, und hinab zum Sattel P. 1832. Der Weg traversiert nun auf halber Höhe zwischen Alpe und Cima di Caneto zu P. 1821 und erreicht den weiten Pass namens Bocchetta di Sant'Antonio (1841 m, Kapelle)."
5832,45.965814947102615;7.92213778261966,45.95326079985364;7.918125739994643,1.66, 200 ,na,00:45:00,00:00:00,T2,medium,easy,4,1898,2063,Vom Belvedere,Rifugio Zamboni e Zappa 2066 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-zamboni-e-zappa-2147437048/mountain-hiking/vom-belvedere-5832/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rifugio-zamboni-e-zappa-2147437048/berg-und-alpinwandern/vom-belvedere-5832/,"Von der Bergstation Belvedere (1904 m) auf dem markierten, beliebten Wanderweg durch lichten Wald hinauf zum Rücken, der die beiden Arme des Ghiacciaio del Belvedere trennt. Nun nach links, über den südlichen Arm des Gletschers hinweg (Geröll) und zur grossen Seitenmoräne. Man folgt dieser bis zu einer Absperrung, quert nach links und gelangt zur schönen, grünen Ebene des Rifugio Zamboni e Zappa."
6254,46.78880176010005;7.908008999010291,46.7640443434722;7.899984488220969,4.22, 1330 , 1330 ,04:30:00,03:00:00,T6-,difficult,difficult,18,1593,1881,Ostgrat und Überschreitung Ost - West,Furggegütsch (Hohgant) 2197 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/furggeguetsch-hohgant-6208/mountain-hiking/ostgrat-und-ueberschreitung-ost-west-6254/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/furggeguetsch-hohgant-6208/berg-und-alpinwandern/ostgrat-und-ueberschreitung-ost-west-6254/,Von der Lombachalp oder vom Parkplatz Möser / Schwarzbach (1586 m) auf der Strasse zum Ällgäuli und weiter zur Hohganthütte. Auf unmarkiertem Weg direkt nach Norden bis der Weg auf den Furggegütsch Ostgrat trifft (ca. 1880 m).
4779,46.417507019439626;8.786074017817427,46.419960534533836;8.753502710205609,3.31, 1230 , 1230 ,04:00:00,02:15:00,T6-,difficult,difficult,16,1983,2397,Überschreitung vom Rifugio Alpe Sponda,Pizzo Penca 3037 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-penca-9175/mountain-hiking/ueberschreitung-vom-rifugio-alpe-sponda-4779/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/pizzo-penca-9175/berg-und-alpinwandern/ueberschreitung-vom-rifugio-alpe-sponda-4779/,"Vom Rifugio Alpe Sponda rund 2 km waagrecht auf dem markierten Weg Richtung Bassa del Barone. Beim Bachübergang des Ticinetto angelangt, steigt man weglos über Weiden und Wiesen hinauf zum Seelein Bola Rossa."
266,46.660159524160626;8.670803534557177,46.62541552396912;8.689991534142163,5.14, 330 ,na,01:30:00,00:00:00,T2,medium,easy,8,1981,2313,From Oberalppass (Normal route),Camona da Maighels CAS 2310 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-maighels-cas-2147000161/mountain-hiking/from-oberalppass-266/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/camona-da-maighels-cas-2147000161/berg-und-alpinwandern/vom-oberalppass-266/,"From the Oberalp Pass (2043 m), a marked path leads through the eastern flank of the Pazolastock with a slight loss of height to join a mountain road north of the Plidutscha marsh. Now follow this road all the way, past the Lai Urlaun (lake) to reach the hut."
4536,46.65867801971793;8.671203017461286,46.62530901967571;8.690254017519248,6.35, 550 ,na,02:30:00,00:00:00,T2,medium,medium,12,1981,2367,Vom Oberalppass über den Lai da Tuma,Camona da Maighels CAS 2310 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-maighels-cas-2147000161/mountain-hiking/vom-oberalppass-ueber-den-lai-da-tuma-4536/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/camona-da-maighels-cas-2147000161/berg-und-alpinwandern/vom-oberalppass-ueber-den-lai-da-tuma-4536/,"Vom Oberalppass einige Meter in östliche Richtung absteigen, dann auf bezeichnetem Bergweg unter dem Pazolastock / Piz Nurschalas hindurch südwärts. Bald steigt der Panoramapfad an und erreicht den Lai da Tuma. Evtl. Abstecher zur 150 m höher gelegenen Badushütte (2503 m, plus 30 Min.) Vom Lai da Tuma südostwärts hinunter bis zur Ebene des Val Maighels, dann kurzer Gegenanstieg zur Camona da Maighels CAS."
6252,46.786018531033655;7.82521653894785,46.772744022144614;7.842279648347252,2.31, 1050 , 1050 ,03:45:00,02:00:00,T4,difficult,difficult,13,1038,1233,Überschreitung Ost - West,Sibe Hängste 1951 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sibe-haengste-899/mountain-hiking/ueberschreitung-ost-west-6252/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/sibe-haengste-899/berg-und-alpinwandern/ueberschreitung-ost-west-6252/,"Von der Bushaltestelle Innereriz Säge rechts über die Brücke (Parkplatz vorhanden). Leicht links haltend in Richtung Fall / Grünebergpass und bis kurz vor die Alp Fall zur Stelle, wo in einer Rechtskurve der Grat ansetzt."
5037,46.72580672940881;9.848137081369439,46.74491328591799;9.869004408293973,4.24, 950 , 950 ,02:30:00,02:00:00,T4-,difficult,difficult,14,1862,2566,Von Sertig Dörfli,Wuosthorn 2815 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wuosthorn-2248/mountain-hiking/von-sertig-doerfli-5037/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wuosthorn-2248/berg-und-alpinwandern/von-sertig-doerfli-5037/,Von Sertig Dörfli auf gutem Wanderweg nordostwärts hinauf zur Tällifurgga (2567 m).
5056,46.624860178182516;9.276748481424939,46.59396922658246;9.309665301735295,5.97, 1300 , 1300 ,04:30:00,03:00:00,T4+,difficult,difficult,19,1690,2617,Von Turrahus,Alperschällihorn 3038 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/alperschaellihorn-30/mountain-hiking/von-turrahus-5056/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/alperschaellihorn-30/berg-und-alpinwandern/von-turrahus-5056/,Vom Turrahus (Postauto-Endhaltestelle) 20 Min. auf der Fahrstrasse nach Wanna (PP). Dann auf der Alpstrasse Richtung Talabschluss des Safientals bis Piggamad (P. 1792). Dort zweigt eine Wegspur ostwärts ab und führt über eine Grasrampe hinauf zum Höllgraben / Hölltobel. Nach dem Höllgraben weiter südostwärts zur Alperschällilücka (2614 m).
4635,46.21067401921125;8.847994018058364,46.22396501925636;8.79938901794413,6.63, 1330 , 1750 ,04:00:00,02:45:00,T4,difficult,difficult,20,730,2050,Von Mergoscia nach Gordevio,Madone (TI) 2051 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/madone-ti-1094/mountain-hiking/von-mergoscia-nach-gordevio-4635/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/madone-ti-1094/berg-und-alpinwandern/von-mergoscia-nach-gordevio-4635/,"Von der Haltestelle Mergoscia beim Dorfplatz (unweit der Kirche) gerade hinauf zum Dorfteil Benitti. Nun den Wegweisern «Cortoi» (bzw. «C») folgend zu den Monti di Cortoi und weiter nach Mòtt bei Porchesio (unterwegs auf ca. 1150 m Abzweiger zu Schalenstein). Ab Mòtt ist der Pfad weiss-blau-weiss markiert. Er führt zunächst auf den Grat und folgt diesem – meist ein grasiger und breiter Rücken –, ab und zu über eine kurze leichte Felsstufe hinweg, zu den prächtig gelegenen Ruinen von Redrisc. Weiter oben umgeht man P. 1769 südseitig, ebenso P. 1868 (wenn das Gras flach liegt, kann es hier etwas rutschig und mühsam werden). Nun weiter ohne Schwierigkeiten zum Wegweiser P. 2001 und von dort auf Wegspuren zum Gipfelkreuz des Madone (P. 2051)."
4620,46.22951101918363;8.924970018193353,46.208049019174055;8.906259018171832,3.73, 340 , 1750 ,02:15:00,02:30:00,T4-,difficult,easy,7,1708,1913,Von der Capanna Borgna zum Sassariente,Cima di Sassello 1899 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cima-di-sassello-9115/mountain-hiking/von-der-capanna-borgna-zum-sassariente-4620/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/cima-di-sassello-9115/berg-und-alpinwandern/von-der-capanna-borgna-zum-sassariente-4620/,"Von der Capanna Borgna unter den Felsen des Madonetto südwärts hinab zu P. 1762, dann wieder hinauf und von Osten her hinunter zur Forcola (1710 m). Nun auf guter Spur über den Grat, an einer Stelle in der Südflanke ausweichend, zur Cima di Sassello."
6249,46.586949488835614;7.72438087027284,46.59286599154907;7.778684679232143,6.97, 970 , 970 ,03:30:00,01:45:00,T6,difficult,difficult,17,925,1992,Überschreitung Latrejespitz - Dreispitz-Südgrat,Dreispitz 2519 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dreispitz-523/mountain-hiking/ueberschreitung-latrejespitz-dreispitz-suedgrat-6249/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/dreispitz-523/berg-und-alpinwandern/ueberschreitung-latrejespitz-dreispitz-suedgrat-6249/,"Die Brücke P. 1648 bei Eggschwand erreicht man zu Fuss in ca. 2,5 Stunden von Kiental auf markierten Wegen über Gugger - Eggmattli, mit dem Bike entlang der Fahrstrasse über Gruenerli - Eggschwand. Von Eggschwand auf dem rot-weiss-rot markierten Wanderweg zur direkt auf der Passhöhe gelegenen Alp Latrejefeld."
5069,46.37899801925082;9.04757301836105,46.39330701927163;9.036891018332565,2.92, 690 ,na,02:00:00,00:00:00,T2,medium,medium,10,1337,2020,Von Fontana,Rifugio Biasagn 2023 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-biasagn-2147000032/mountain-hiking/von-fontana-5069/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rifugio-biasagn-2147000032/berg-und-alpinwandern/von-fontana-5069/,"Mitten durch den hübschen Weiler Fontana nach Sgioranch, dann alten Steinmauern entlang nach Tücetvài und zum prächtig gelegenen Mazzorino (1545 m). Von dort zieht der markierte Bergweg am Fuss eines markanten Felsens vorbei, steigt dann zum Bosco di Mazzorino hoch und quert später allmählich nach links, durch geschlossenen Wald und einige Lichtungen, bis zum Rifugio Biasagn."
6211,46.400298117799096;7.574325612024749,46.38610737263779;7.5747812722258825,2.99, 550 , 1260 ,02:00:00,03:30:00,T4-,difficult,medium,8,2440,2986,Von der Lämmerenhütte mit Abstieg nach Aminona,Rothornlücke 3002 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rothornluecke-4570/mountain-hiking/von-der-laemmerenhuette-mit-abstieg-nach-aminona-6211/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rothornluecke-4570/berg-und-alpinwandern/von-der-laemmerenhuette-mit-abstieg-nach-aminona-6211/,"Von der Hütte an vielen Steinmännchen vorbei zur neuen Brücke über die Dala. Via P. 2451 auf einer guten Spur etwas die Schuttflanke hoch. Statt wie einst weiter aufzusteigen zu den legendären, gefürchteten Leitern, quert der Weg seit 2017 nach einer Weile stark nach rechts zur Terrasse bei P. 2620, um von dort über mehrere Felsstufen an Höhe zu gewinnen (Fixseile, nicht sonderlich ausgesetzt). Später gehen die Felsen in Schutt über, eine gute Spur zieht die Flanke hoch. Auf rund 2980 m dreht man nach rechts und quert oberhalb des Lämmerengletschers zur Rothornlücke."
4803,46.67869201881008;10.160503020225097,46.6895240188152;10.160727020203122,1.38, 1020 , 1020 ,03:00:00,01:45:00,T4,difficult,difficult,12,1882,2145,Von Ova Spin,Piz Ivraina 2885 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-ivraina-955/mountain-hiking/von-ova-spin-4803/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/piz-ivraina-955/berg-und-alpinwandern/von-ova-spin-4803/,Bei der Postauto-Haltestelle Ova Spin setzt ein markierter Bergwanderweg an. Er führt durch geschlossenen Wald nordwärts und erreicht die Lichtung von Ivraina mit der Hütte auf 2145 m.
4669,46.10018901900593;9.0142240184465,46.117978278310304;9.07246645189267,6.13, 790 , 860 ,03:00:00,01:15:00,T3-,medium,medium,14,1608,2116,Von der Capanna Monte Bar zum San Lucio,Gazzirola 2115 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gazzirola-6251/mountain-hiking/von-der-capanna-monte-bar-zum-san-lucio-4669/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gazzirola-6251/berg-und-alpinwandern/von-der-capanna-monte-bar-zum-san-lucio-4669/,"Von der Capanna Monte Bar über den breiten Rücken auf Wegspuren zum Monte Bar (1816 m). Ab dort folgt man dem Verbindungsgrat nach Osten über die Cima Moncucco hinweg. Etwas kürzer, aber weniger schön – dafür besser vor Nordwind geschützt – ist die Variante von der Hütte auf Alpwegen und -strässchen nach Piandanazzo, um erst kurz vor dem Passo di Pozzaiolo den Grat zu erreichen. Nach P. 1729 steilt sich der Weg auf und führt direkt zum weiten Gipfel des Gazzirola (2115 m)."
5390,45.89810901878789;9.045362018616713,45.91326392418873;9.072780572180243,4.55, 580 ,na,02:00:00,00:00:00,T2,medium,medium,10,646,1206,Von Cabbio,Rifugio Prabello 1202 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-prabello-2147437540/mountain-hiking/von-cabbio-5390/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rifugio-prabello-2147437540/berg-und-alpinwandern/von-cabbio-5390/,"Von Cabbio auf markiertem, schönem Bergweg hinauf zum Bergkamm bei P. 829 oberhalb von Vallera, dann rechts des Grats, an mehreren Ruinen vorbei und oberhalb Arla hindurch, zum Sattel unweit P. 1160. Von dort nach rechts durch die Flanke zum Rifugio Prabello."
1277,46.57625307287842;8.42172365635896,46.57960852526574;8.410376535225359,1.66, 620 , 620 ,02:15:00,01:30:00,T4-,difficult,medium,8,2427,2792,Südgrat (Normal route),Chli Furkahorn / Klein Furkahorn 3025 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chli-furkahorn-klein-furkahorn-711/mountain-hiking/suedgrat-1277/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chli-furkahorn-klein-furkahorn-711/berg-und-alpinwandern/suedgrat-1277/,Von Galenbödmen ein Stück dem Weg in Richtung Furkastock und der Bergstation der militärischen Liftanlage folgen. Vor P. 2626 jedoch rechts abbiegen und in einigen Kehren den Hang hinauf bis P. 2814.
6188,46.57608330820788;8.42128169308564,46.585904475611244;8.422119271275534,1.43, 620 ,na,02:00:00,00:00:00,T5,difficult,medium,8,2428,2517,Über den Ostsporn,Chli Furkahorn / Klein Furkahorn 3025 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chli-furkahorn-klein-furkahorn-711/mountain-hiking/ueber-den-ostsporn-6188/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chli-furkahorn-klein-furkahorn-711/berg-und-alpinwandern/ueber-den-ostsporn-6188/,"Vom Furkapass (Haltestelle Hotel Furkablick, 2427 m) an den Baracken von Galenbödmen vorbei. Den unteren, rot-weiss markierten Weg einschlagen und auf diesem gemächlich zum Steg (P. 2524) über den Sidelenbach."
6291,47.386058469687384;7.749146769613851,47.381797540991364;7.752550753342488,1.11, 500 , 500 ,02:30:00,00:45:00,T6-,difficult,medium,6,516,691,Über den Westgrat,Gerstelflue 929 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gerstelflue-9579/mountain-hiking/ueber-den-westgrat-6291/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gerstelflue-9579/berg-und-alpinwandern/ueber-den-westgrat-6291/,"Vom Bahnhof Waldenburg gemäss gelben Wegweisern durchs Dorf südostwärts hinauf. Der markierte Weg verlässt die Quartierstrasse auf ca. 570 m und führt im Zickzack durch den Wald zur Burgruine. Vom dortigen Turm geniesst man einen guten Blick auf den ersten Teil der Route, die meisten Gratfelsen bleiben aber im Wald verborgen."
807,47.009860527457576;8.20997354020868,46.98098915526086;8.248444388339976,6.3, 1250 , 200 ,04:00:00,00:30:00,T4,difficult,difficult,19,1018,1785,Alter Tomliweg,Tomlishorn 2128 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tomlishorn-1988/mountain-hiking/alter-tomliweg-807/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tomlishorn-1988/berg-und-alpinwandern/alter-tomliweg-807/,"From Eigenthalerhof hike on a marked mountain trail through beautiful forests and moors via Chräigütsch and Höchberg until ca. 1260 m, then branch off right to Ober Lauelen (1330 m). That is where «Heitertannliweg» begins, a trail ascending southeastward above a rocky gorge. It crosses the creek twice and leads to the foot of Chastelen (1668 m), a depression which is full of scree. Now follow the mountain trail towards the chapel at Klimsen until ca. 1780 m."
6186,46.979805997295216;8.255632886008453,46.973910135294574;8.241244419873354,1.8, 260 ,na,01:30:00,00:00:00,T5-,difficult,easy,4,1922,2127,The north-west passage,Tomlishorn 2128 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tomlishorn-1988/mountain-hiking/the-north-west-passage-6186/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tomlishorn-1988/berg-und-alpinwandern/nordwestpassage-6186/,"From Kulm via «Drachenweg» or «Chriesiloch» go to the mountain hiking trail towards Klimsenkapelle. At the first right hand bend leave the trail left to follow a narrow path below the north-west walls of the Pilatus ridge. Keep close to the rocks. Traverse several depressions (some steep passages) until below P. 2091. The last, very steep and rocky depression is traversed by a seemingly audacious path which turns out to be manageable, despite a gritty surface. But it is scarily exposed! After this passage continue another 50 metres to descend a grassy rib alongside a talus. Follow the faint path to the left to merge with Alte Tomliweg at 1920 m. Follow this trail (T4), partly exposed, on ledges and ribs, which seem to be unpassable viewed from below (some fixed ropes). You reach a narrow and steep, but not too exposed gully. Follow this gully to the summit ridge, which you reach west of Tomlishorn. On the marked mountain hiking trail ascend to the summit."
4404,46.95695452729689;8.213431539703034,46.96792737837344;8.235916101178166,2.73, 1200 , 1200 ,03:00:00,02:30:00,T5+,difficult,difficult,15,1196,1681,"Via south-west ridge, Widderfeld via Stollenloch",Tomlishorn 2128 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tomlishorn-1988/mountain-hiking/via-south-west-ridge-widderfeld-via-stollenloch-4404/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tomlishorn-1988/berg-und-alpinwandern/via-suedwestgrat-widderfeld-via-stollenloch-4404/,"From the Schybach parking lot a marked mountain hiking trail leads up to the chalets at Birchboden via Schy and Schywald. There, for a few steps go towards Fräkmünt, then take a trail left traversing the slope and merging with a small road. Follow the road to Tumli (1679 m)."
353,46.74753652544246;8.46553453644747,46.75169752542652;8.470867536456602,1.4, 350 ,na,01:00:00,00:00:00,T2,medium,easy,5,1902,2255,From Sustenbrüggli (Normal route),Sustlihütte SAC 2257 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sustlihuette-sac-2147000262/mountain-hiking/from-sustenbrueggli-353/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/sustlihuette-sac-2147000262/berg-und-alpinwandern/vom-sustenbrueggli-353/,From the bus stop at Sustenbrüggli (1907 m) go past the restaurant and approx. 300 m along Sustlibach. The path now rises steeply and leads up to the hut in a couple of zig-zags to the north-east.
354,46.74753652544246;8.465534536447464,46.75169752542652;8.470867536456607,1.02, 350 ,na,01:00:00,00:00:00,T3,medium,easy,5,1902,2255,Vom Sustenbrüggli über den Leiternweg,Sustlihütte SAC 2257 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sustlihuette-sac-2147000262/mountain-hiking/vom-sustenbrueggli-ueber-den-leiternweg-354/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/sustlihuette-sac-2147000262/berg-und-alpinwandern/vom-sustenbrueggli-ueber-den-leiternweg-354/,"Von der Postauto-Haltestelle beim Sustenbrüggli (1907 m) steigt man auf einem gut angelegten Weg über einen markanten, felsdurchsetzten Geländerücken direkt zur Hütte hoch. Ein paar fix montierte Leitern helfen dabei über die kurzen Felsstufen hoch."
5158,46.729294019909815;8.446856016961393,46.74591852551808;8.449791536517369,2.83, 700 , 670 ,04:00:00,02:00:00,T4+,difficult,medium,10,2222,2548,Vom Sustenpass über das Guferjoch,Sustlihütte SAC 2257 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sustlihuette-sac-2147000262/mountain-hiking/vom-sustenpass-ueber-das-guferjoch-5158/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/sustlihuette-sac-2147000262/berg-und-alpinwandern/vom-sustenpass-ueber-das-guferjoch-5158/,"Von der Postauto-Haltestelle am Westportal des Scheiteltunnels hinauf zur nahen Passhöhe und in den weiss-blau-weiss markierten Weg einfädeln, der links an der grossen Antenne vorbei nordwärts führt. Um einen Geländerücken herum ins Sustenloch, wo das Wegtrassee manchmal unter der Instabilität des Hangs leidet. Etwas nach P. 2516 kommt man zu einem kleinen See, dann führen die neuen Markierungen deutlich hinab zu einem Firnfeld, dem Sustenlochfirn."
6247,46.68496954220037;7.574878838116474,46.68942146263406;7.576586242574837,1.1, 560 , 560 ,01:30:00,02:00:00,T5+,difficult,medium,7,1564,1757,Traverse east – west,Nüschlete 1992 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/nueschlete-9432/mountain-hiking/traverse-east-west-6247/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/nueschlete-9432/berg-und-alpinwandern/ueberschreitung-ost-west-6247/,From the Matte inn follow the path along the fence above Mattehubel. North of Mattehubel the path continues north-eastward until a small house at P. 1707. On a faint path ascend a few minutes to reach Mattestand (P .1759) with a small bench and a far-reaching view.
4681,46.07376101899852;8.985230018394889,46.1020416153868;8.99329724952771,5.18, 1160 , 280 ,03:45:00,00:15:00,T3-,medium,difficult,17,716,1631,Von Roveredo zur Capanna Monte Bar,Monte Bar 1816 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-bar-132/mountain-hiking/von-roveredo-zur-capanna-monte-bar-4681/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/monte-bar-132/berg-und-alpinwandern/von-roveredo-zur-capanna-monte-bar-4681/,"Von Roveredo folgt man den Wegweisern schräg durchs Dorf hinauf und sanft ansteigend nach Montascio. Weiter über weitere Lichtungen und gepflegte Kastanienwälder zu den Monti di Roveredo, dann – zuerst links ausholend, anschliessend in einer langen Traverse nach Osten und an prächtigen Birken vorbei – zu den Ausläufern von Borisio. Von dort (oder eventuell schon früher, auf einer nicht markierten Spur) über Wiesen hinauf zur schönen Kuppe des Pianone und zum Motto della Croce – dem «Crosòn» – mit dem grossen Kreuz und der noch grösseren Aussicht. Man folgt nun dem Grat, der meist ein breiter Rücken ist, teils weglos oder auf schwachen Spuren, bis zum Gipfel des Caval Drossa (1632 m)."
