link,title,difficulty,distance,elevation_up,elevation_down,duration,speed
https://www.komoot.com/smarttour/1126484,Walliswilsteg – Wangen an der Aare loop from Wangen an der Aare,Easy,4.01 mi,75 ft,75 ft,01:39,2.4 mph
https://www.komoot.com/smarttour/12215984,Hinteregg – Bättlerchuchi loop from Farnern,Intermediate,7.07 mi,"1,225 ft","1,225 ft",03:28,2.0 mph
https://www.komoot.com/smarttour/1813344,Mutzbachfall – Mutzbach loop from Wäckerschwend,Intermediate,4.61 mi,825 ft,825 ft,02:15,2.0 mph
https://www.komoot.com/smarttour/12278097,Hoher Kasten – Staubern loop from Lienz,Expert,8.07 mi,"2,225 ft","2,200 ft",05:34,1.5 mph
https://www.komoot.com/smarttour/1801217,Fähnerenspitz – Forstseeli loop from Bachers,Intermediate,6.03 mi,"1,800 ft","1,800 ft",03:50,1.6 mph
https://www.komoot.com/smarttour/8073818,Hoher Kasten – Drehrestaurant Hoher Kasten loop from Bachers,Intermediate,7.24 mi,"2,425 ft","2,425 ft",04:47,1.5 mph
https://www.komoot.com/smarttour/628324,Hoher Kasten – Ruhesitz loop from Bachers,Intermediate,6.55 mi,"2,200 ft","2,200 ft",04:28,1.5 mph
https://www.komoot.com/smarttour/12288063,Hoher Kasten – Tunnel loop from Lienz,Expert,10.9 mi,"4,625 ft","4,625 ft",07:28,1.5 mph
https://www.komoot.com/smarttour/8060753,Fähnerenspitz – Blick auf den Alpstein loop from Bachers,Intermediate,7.68 mi,"2,175 ft","2,175 ft",04:28,1.7 mph
https://www.komoot.com/smarttour/734166,Aussichtspunkt Meldegg – Meldegg loop from Au,Intermediate,5.32 mi,850 ft,850 ft,02:35,2.1 mph
https://www.komoot.com/smarttour/8082096,Aussichtspunkt Meldegg – Meldegg loop from Berneck,Intermediate,5.13 mi,975 ft,975 ft,02:35,2.0 mph
https://www.komoot.com/smarttour/12274849,Forstseeli – Fähnerenspitz loop from Bachers,Expert,9.34 mi,"3,075 ft","3,075 ft",06:28,1.4 mph
https://www.komoot.com/smarttour/860000,Kristallhöhle Kobelwald – Herbstspaziergang Wichenstein loop from Rietern,Intermediate,6.47 mi,900 ft,900 ft,03:02,2.1 mph
https://www.komoot.com/smarttour/1847208,Kristallhöhle Kobelwald – Herbstspaziergang Wichenstein loop from Oberriet SG,Intermediate,7.59 mi,925 ft,925 ft,03:32,2.2 mph
https://www.komoot.com/smarttour/5522110,Buschenschank – Schlifisteg 700 Tritt loop from Au,Easy,3.08 mi,475 ft,475 ft,01:29,2.1 mph
https://www.komoot.com/smarttour/371114,Rheinau – Grenze Österreich-Schweiz loop from Diepoldsau,Intermediate,8.32 mi,25 ft,25 ft,03:21,2.5 mph
https://www.komoot.com/smarttour/4201119,Rheinau – Grenze Österreich-Schweiz loop from Heerbrugg,Intermediate,10.8 mi,25 ft,25 ft,04:21,2.5 mph
https://www.komoot.com/smarttour/734157,Grillplatz am Wasser – Eselschwanz loop from Gaißau,Easy,2.55 mi,0 ft,0 ft,01:02,2.5 mph
https://www.komoot.com/smarttour/12296903,Hoher Kasten – Kamor Trestenkopf loop from Lienz,Expert,9.31 mi,"4,475 ft","4,475 ft",06:34,1.4 mph
https://www.komoot.com/smarttour/5518177,Restaurant St.Anton – Schloss Grünenstein loop from Balgach,Expert,9.47 mi,"2,450 ft","2,475 ft",05:14,1.8 mph
https://www.komoot.com/smarttour/1829703,Kapf Parkplatz – Weinberge Balgach loop from Heerbrugg,Intermediate,5.60 mi,"1,000 ft","1,000 ft",02:54,1.9 mph
https://www.komoot.com/smarttour/5517067,Ausicht aufs Rheintal – Restaurant St.Anton loop from Heerbrugg,Expert,10.9 mi,"2,475 ft","2,475 ft",06:04,1.8 mph
https://www.komoot.com/smarttour/5510801,Hundebadeplatz – Alter Rhein Naturpark loop from Diepoldsau,Easy,2.88 mi,25 ft,25 ft,01:10,2.5 mph
https://www.komoot.com/smarttour/355558,Cascade de Zinal – Lac d’Arpitetaz loop from Zinal,Expert,8.96 mi,"1,900 ft","1,900 ft",05:02,1.8 mph
https://www.komoot.com/smarttour/12035192,Staumauer am Tseuziersee – Hängebrücke loop from Crans,Expert,11.9 mi,"3,000 ft","3,000 ft",07:16,1.6 mph
https://www.komoot.com/smarttour/12029922,Lac d’Arpitetaz – Cascade de Zinal loop from Zinal,Expert,8.71 mi,"2,975 ft","3,000 ft",06:17,1.4 mph
https://www.komoot.com/smarttour/1800154,Staumauer des Lac de Moiry – Lac de Moiry loop from Zinal,Intermediate,5.72 mi,675 ft,650 ft,02:39,2.2 mph
https://www.komoot.com/smarttour/726122,Tignousa – Auf dem Planetenweg loop from Tignousa,Intermediate,7.38 mi,"1,525 ft","1,525 ft",03:50,1.9 mph
https://www.komoot.com/smarttour/7899164,Wasserfall – Schöner Blick auf Zinal loop from Zinal,Expert,7.53 mi,"3,600 ft","3,600 ft",06:41,1.1 mph
https://www.komoot.com/smarttour/1084375,Lac de Moiry – Lac de Moiry loop from Zinal,Expert,9.24 mi,"2,375 ft","2,375 ft",05:40,1.6 mph
https://www.komoot.com/smarttour/12029170,Lac de Moiry – Lac de Chateaupre loop from Zinal,Intermediate,3.73 mi,"1,575 ft","1,575 ft",03:01,1.2 mph
https://www.komoot.com/smarttour/12029724,Tignousa – Alpage du Tounot loop from Tignousa,Intermediate,4.69 mi,675 ft,675 ft,02:14,2.1 mph
https://www.komoot.com/smarttour/12030081,Navizence river crossing – Brücke über die Navisence loop from Zinal,Intermediate,5.17 mi,800 ft,800 ft,02:30,2.1 mph
https://www.komoot.com/smarttour/726040,Weg entlang der Bisse – Hängebrücke loop from Crans,Expert,8.96 mi,"2,825 ft","2,825 ft",05:52,1.5 mph
https://www.komoot.com/smarttour/726116,Lac Grenon – Lac des Miriouges loop from Montana Gare,Intermediate,8.34 mi,875 ft,875 ft,03:46,2.2 mph
https://www.komoot.com/smarttour/12029151,Köstliches Wasser 😋 – God dam view loop from Crans,Expert,4.98 mi,625 ft,625 ft,02:26,2.0 mph
https://www.komoot.com/smarttour/7899292,Bella Tola – Tignousa loop from Tignousa,Expert,10.8 mi,"4,300 ft","4,325 ft",07:29,1.4 mph
https://www.komoot.com/smarttour/12034744,Staumauer am Tseuziersee loop from Icogne,Expert,9.86 mi,"3,200 ft","3,200 ft",06:51,1.4 mph
https://www.komoot.com/smarttour/7910789,Blick ins Tal der Tièche loop from Les Barzettes,Intermediate,7.21 mi,"1,550 ft","1,575 ft",03:40,2.0 mph
https://www.komoot.com/smarttour/1801532,Wasserfall im Vallon de Réchy – Nice picnic spot loop from Vissoie,Expert,10.2 mi,"2,050 ft","2,050 ft",05:46,1.8 mph
https://www.komoot.com/smarttour/7909750,Ausblick Richtung Lac du Rawil – Crans Montana sign loop from Crans,Intermediate,8.16 mi,"2,525 ft","2,525 ft",04:38,1.8 mph
https://www.komoot.com/smarttour/12030058,Tignousa – Bella Tola loop from Chandolin,Expert,10.5 mi,"3,625 ft","3,625 ft",07:06,1.5 mph
https://www.komoot.com/smarttour/1800880,Grand bisse de Lens – Bisse de Lens loop from Flanthey,Expert,5.43 mi,975 ft,975 ft,02:51,1.9 mph
https://www.komoot.com/smarttour/114336,Hüttwilersee – Nussbaumersee loop from Nussbaumen,Intermediate,5.20 mi,75 ft,75 ft,02:08,2.4 mph
https://www.komoot.com/smarttour/123405,Weg durchs Moor – Hüttwilersee loop from Hüttwilen,Intermediate,5.58 mi,150 ft,150 ft,02:19,2.4 mph
https://www.komoot.com/smarttour/1859581,Berlingen – Tolles Panorama loop from Steckborn,Intermediate,6.92 mi,"1,000 ft","1,000 ft",03:17,2.1 mph
https://www.komoot.com/smarttour/15420436,Rheinufer Stein am Rhein – Rathaus Stein am Rhein loop from Hemishofen,Intermediate,6.85 mi,750 ft,775 ft,03:10,2.2 mph
https://www.komoot.com/smarttour/1866367,Rheinbrücke bei Diessenhofen – Rheinabwärts nach Diessenhofen loop from Wagenhausen,Intermediate,11.4 mi,425 ft,425 ft,04:47,2.4 mph
https://www.komoot.com/smarttour/15400230,Ruine Helfenberg – Nussbaumersee loop from Wilen b. Neunforn ZH,Easy,4.53 mi,100 ft,100 ft,01:52,2.4 mph
https://www.komoot.com/smarttour/730044,Steg durch den Schilfgürtel – Nussbaumersee loop from Wilen b. Neunforn ZH,Easy,2.10 mi,50 ft,50 ft,00:52,2.4 mph
https://www.komoot.com/smarttour/1859746,Rebberg – Tolles Panorama loop from Berlingen,Intermediate,4.98 mi,650 ft,650 ft,02:18,2.2 mph
https://www.komoot.com/smarttour/15410062,Burg Hohenklingen – Sandsteinhöhle loop from Hemishofen,Intermediate,4.75 mi,850 ft,850 ft,02:21,2.0 mph
https://www.komoot.com/smarttour/15416106,Weg durchs Moor – Hüttwilersee loop from Wilen b. Neunforn ZH,Intermediate,6.71 mi,400 ft,400 ft,02:53,2.3 mph
https://www.komoot.com/smarttour/1850869,Nussbaumersee – Steg durch den Schilfgürtel loop from Nussbaumen,Easy,1.86 mi,25 ft,25 ft,00:46,2.4 mph
https://www.komoot.com/smarttour/358624,Höhenweg Mammern - Neuburg – Ruine Neuburg loop from Lanzenneunforn,Intermediate,8.78 mi,"1,100 ft","1,100 ft",04:04,2.2 mph
https://www.komoot.com/smarttour/1854148,Rebberg – Tolles Panorama loop from Steckborn,Intermediate,4.42 mi,650 ft,650 ft,02:06,2.1 mph
https://www.komoot.com/smarttour/1850864,Nussbaumersee – Steg durch den Schilfgürtel loop from Wilen b. Neunforn ZH,Easy,2.61 mi,100 ft,100 ft,01:06,2.4 mph
https://www.komoot.com/smarttour/1864191,Weg durchs Moor – Iselisberg Höhe loop from Wilen b. Neunforn ZH,Intermediate,9.33 mi,675 ft,675 ft,04:04,2.3 mph
https://www.komoot.com/smarttour/4109263,Pont du trient – Vue sur la vallée loop from Vernayaz,Intermediate,7.24 mi,"1,900 ft","1,900 ft",04:13,1.7 mph
https://www.komoot.com/smarttour/12024753,Châtaigneraie de Fully loop from Fully,Expert,4.31 mi,"3,025 ft","3,025 ft",04:34,0.9 mph
https://www.komoot.com/smarttour/7892636,Vue sur la vallée – Trientschlucht loop from Vernayaz,Intermediate,7.02 mi,"2,025 ft","2,025 ft",04:04,1.7 mph
https://www.komoot.com/smarttour/7896807,Combe d'Enfer loop from Fully,Intermediate,5.28 mi,900 ft,900 ft,02:41,2.0 mph
https://www.komoot.com/smarttour/7893492,Vue sur la vallée – Pont du trient loop from Vernayaz MC,Expert,9.47 mi,"2,350 ft","2,350 ft",05:19,1.8 mph
https://www.komoot.com/smarttour/7896039,Combe d'Enfer – Châtaigneraie de Fully loop from Fully,Intermediate,5.98 mi,725 ft,725 ft,02:45,2.2 mph
https://www.komoot.com/smarttour/5433138,Châtaigneraie de Fully – Les Perches loop from Fully,Expert,3.85 mi,750 ft,750 ft,01:58,2.0 mph
https://www.komoot.com/smarttour/12024738,Saint-Symphorien – Châtaigneraie de Fully loop from Fully,Intermediate,4.86 mi,"1,125 ft","1,125 ft",02:38,1.8 mph
https://www.komoot.com/smarttour/12025323,Les Perches – Châtaigneraie de Fully loop from Fully,Expert,4.66 mi,"1,325 ft","1,325 ft",02:38,1.8 mph
https://www.komoot.com/smarttour/5434357,Rivière le Flon – Lac de Sauvabelin loop from Sallaz,Intermediate,7.57 mi,775 ft,800 ft,03:24,2.2 mph
https://www.komoot.com/smarttour/1130501,La Tour Sauvabelin – Lac de Sauvabelin loop from Penau,Easy,2.63 mi,350 ft,350 ft,01:13,2.2 mph
https://www.komoot.com/smarttour/7897763,La Tour Sauvabelin – Lac de Sauvabelin loop from Sallaz,Easy,3.87 mi,350 ft,350 ft,01:43,2.3 mph
https://www.komoot.com/smarttour/1508878,Hiking loop from Sallaz,Easy,2.06 mi,200 ft,200 ft,00:55,2.2 mph
https://www.komoot.com/smarttour/12026351,Lac de Sauvabelin – La Tour Sauvabelin loop from Penau,Easy,1.49 mi,100 ft,100 ft,00:39,2.3 mph
https://www.komoot.com/smarttour/1509426,Musée olympique mit Park – Chateau d'Ouchy loop from Sallaz,Expert,11.3 mi,"1,325 ft","1,325 ft",05:09,2.2 mph
https://www.komoot.com/smarttour/1528964,Lucens loop from Lucens,Intermediate,4.56 mi,650 ft,650 ft,02:08,2.1 mph
https://www.komoot.com/smarttour/8003498,Moudon – Schöner Weg am Ufer entlang loop from Moudon,Intermediate,6.17 mi,675 ft,675 ft,02:49,2.2 mph
https://www.komoot.com/smarttour/1529082,Freiburger Bauernhäuser loop from Thierrens,Intermediate,5.26 mi,425 ft,450 ft,02:19,2.3 mph
https://www.komoot.com/smarttour/8003909,Schöner Weg am Ufer entlang – Moudon loop from Moudon,Intermediate,5.85 mi,700 ft,700 ft,02:44,2.1 mph
https://www.komoot.com/smarttour/12192345,Pont des brigands – Pont des Brigands loop from Corcelles-le-Jorat,Intermediate,4.90 mi,400 ft,400 ft,02:10,2.3 mph
https://www.komoot.com/smarttour/8004059,Hiking loop from Lucens,Expert,11.3 mi,"1,375 ft","1,375 ft",05:10,2.2 mph
https://www.komoot.com/smarttour/8004038,Arboretum loop from Peney-le-Jorat,Intermediate,9.57 mi,800 ft,800 ft,04:13,2.3 mph
https://www.komoot.com/smarttour/12192481,Vue des Alpes – Tête de Ran loop from Les Hauts-Geneveys,Intermediate,8.66 mi,"1,850 ft","1,850 ft",04:30,1.9 mph
https://www.komoot.com/smarttour/1031998,Vue des Alpes loop from Le Communal,Easy,3.44 mi,425 ft,425 ft,01:35,2.2 mph
https://www.komoot.com/smarttour/1511604,Tête de Ran – Mont Racine loop from Les Hauts-Geneveys,Intermediate,8.09 mi,825 ft,825 ft,03:45,2.2 mph
https://www.komoot.com/smarttour/8003563,Hiking loop from Les Hauts-Geneveys,Easy,2.99 mi,400 ft,400 ft,01:23,2.2 mph
https://www.komoot.com/smarttour/1511606,Vue des Alpes – Tête de Ran loop from Le Communal,Intermediate,6.05 mi,825 ft,850 ft,02:52,2.1 mph
https://www.komoot.com/smarttour/1511888,La Combe Biosse – Hôtel du Chasseral loop from Le Pâquier,Intermediate,7.25 mi,"1,800 ft","1,800 ft",03:56,1.8 mph
https://www.komoot.com/smarttour/8004130,Tête de Ran loop from Fontainemelon,Intermediate,8.04 mi,"1,825 ft","1,825 ft",04:11,1.9 mph
https://www.komoot.com/smarttour/12210067,Gorges du Seyon – Les moulins du Gor loop from Valangin,Intermediate,4.97 mi,"1,225 ft","1,200 ft",02:38,1.9 mph
https://www.komoot.com/smarttour/8012526,Les moulins du Gor – Gorges du Seyon loop from Valangin,Intermediate,5.41 mi,"1,200 ft","1,225 ft",02:47,1.9 mph
https://www.komoot.com/smarttour/5470594,Tête de Ran loop from Les Hauts-Geneveys,Intermediate,5.40 mi,"1,500 ft","1,500 ft",02:55,1.9 mph
https://www.komoot.com/smarttour/8004133,Farm where you can get water – Vue des Alpes loop from Chézard-Saint-Martin,Intermediate,7.36 mi,"1,175 ft","1,175 ft",03:32,2.1 mph
https://www.komoot.com/smarttour/1518421,Mont Racine – Tête de Ran loop from Les Geneveys-sur-Coffrane,Expert,9.76 mi,"2,125 ft","2,125 ft",05:10,1.9 mph
https://www.komoot.com/smarttour/1517410,Tour panoramique de Chaumont – Chateau Bleu loop from Fenin-Vilars-Saules,Intermediate,9.36 mi,"1,825 ft","1,825 ft",04:40,2.0 mph
https://www.komoot.com/smarttour/12193114,Tête de Ran – Vue des Alpes loop from Le Communal,Intermediate,7.13 mi,"1,100 ft","1,100 ft",03:24,2.1 mph
https://www.komoot.com/smarttour/8004076,Farm where you can get water – Vue des Alpes loop from Le Communal,Intermediate,7.38 mi,"1,175 ft","1,175 ft",03:33,2.1 mph
https://www.komoot.com/smarttour/8004129,Tête de Ran – Vue des Alpes loop from Les Hauts-Geneveys,Intermediate,8.73 mi,"2,000 ft","2,000 ft",04:38,1.9 mph
https://www.komoot.com/smarttour/8003810,Vue des Alpes loop from Cernier,Easy,3.28 mi,350 ft,375 ft,01:29,2.2 mph
https://www.komoot.com/smarttour/12209188,Hiking loop from Fenin-Vilars-Saules,Intermediate,4.07 mi,"1,000 ft","1,000 ft",02:07,1.9 mph
https://www.komoot.com/smarttour/5471078,Le Paquier loop from Dombresson,Intermediate,8.05 mi,975 ft,975 ft,03:42,2.2 mph
https://www.komoot.com/smarttour/12212124,Schloss Neuenburg – Uferpromenade loop from Valangin,Expert,13.3 mi,"2,725 ft","2,725 ft",06:49,1.9 mph
https://www.komoot.com/smarttour/5474896,Morat – Schloss in Murten loop from Salavaux,Intermediate,11.7 mi,300 ft,300 ft,04:52,2.4 mph
https://www.komoot.com/smarttour/12211160,Schönes Naturschutzgebiet – Interessante Wegstrecke loop from Chevroux-Dessous,Intermediate,4.81 mi,200 ft,225 ft,02:02,2.4 mph
https://www.komoot.com/smarttour/8011443,Schönes Naturschutzgebiet loop from Chevroux-Dessous,Easy,4.53 mi,150 ft,150 ft,01:54,2.4 mph
https://www.komoot.com/smarttour/8012242,Wasserturm Montmagny – Rastplatz Bellerive loop from Salavaux,Intermediate,5.08 mi,475 ft,475 ft,02:16,2.3 mph
https://www.komoot.com/smarttour/8012867,Schönes Naturschutzgebiet loop from Chevroux-Dessus,Intermediate,9.76 mi,300 ft,300 ft,04:04,2.4 mph
https://www.komoot.com/smarttour/4149073,Hiking loop from Salavaux,Intermediate,6.40 mi,100 ft,100 ft,02:38,2.4 mph
https://www.komoot.com/smarttour/12211676,Estavayer-le-Lac – Schloss Chenaux loop from Chevroux-Dessous,Intermediate,9.96 mi,325 ft,325 ft,04:09,2.4 mph
https://www.komoot.com/smarttour/1516874,Vue sur le lac de Neuchâtel – Wunderbares Dorfbild loop from Cudrefin,Intermediate,5.50 mi,225 ft,225 ft,02:19,2.4 mph
https://www.komoot.com/smarttour/8010966,Natur pur – Amphitheater loop from Avenches,Easy,4.18 mi,175 ft,175 ft,01:46,2.4 mph
https://www.komoot.com/smarttour/8012247,Wasserturm Montmagny loop from Salavaux,Intermediate,6.41 mi,525 ft,550 ft,02:49,2.3 mph
https://www.komoot.com/smarttour/5471891,Blick auf Avenches – Roman teather loop from Avenches,Intermediate,3.16 mi,175 ft,175 ft,01:21,2.3 mph
https://www.komoot.com/smarttour/8003806,La Broye loop from Granges-Marnand,Intermediate,5.85 mi,625 ft,625 ft,02:41,2.2 mph
https://www.komoot.com/smarttour/12212702,ASPO Nature Center – Mont-de-Nant Tail loop from Lugnorre,Intermediate,8.15 mi,"1,100 ft","1,100 ft",03:50,2.1 mph
https://www.komoot.com/smarttour/12212692,Canal de la Broye – ASPO Nature Center loop from Lugnorre,Intermediate,7.49 mi,75 ft,50 ft,03:03,2.5 mph
https://www.komoot.com/smarttour/8012629,Hiking loop from Avenches,Intermediate,5.94 mi,100 ft,100 ft,02:27,2.4 mph
https://www.komoot.com/smarttour/8013198,ASPO Nature Center – Cudrefin loop from Cudrefin,Intermediate,5.91 mi,125 ft,125 ft,02:26,2.4 mph
https://www.komoot.com/smarttour/8011491,Rastplatz Bellerive loop from Salavaux,Intermediate,5.14 mi,450 ft,450 ft,02:17,2.3 mph
https://www.komoot.com/smarttour/5496165,Great panorama over the lake – Rigi Scheidegg loop from Teufibalm,Intermediate,9.43 mi,"1,550 ft","1,550 ft",04:43,2.0 mph
https://www.komoot.com/smarttour/1809874,Rigi Scheidegg – Wandertunnel loop from Teufibalm,Intermediate,4.45 mi,975 ft,"1,025 ft",02:26,1.8 mph
https://www.komoot.com/smarttour/8047171,Bekannte Leiter 25m – Gipfel Rigi Hochflue loop from Gersau,Expert,4.14 mi,"2,025 ft","2,025 ft",03:40,1.1 mph
https://www.komoot.com/smarttour/1085368,Rigi Scheidegg – Rigi Scheidegg loop from Teufibalm,Intermediate,4.14 mi,"1,025 ft","1,075 ft",02:20,1.8 mph
https://www.komoot.com/smarttour/1804765,Dossen – Dossen loop from Teufibalm,Intermediate,4.86 mi,"1,350 ft","1,325 ft",02:49,1.7 mph
https://www.komoot.com/smarttour/1809973,Gätterlipass – Rigi Scheidegg loop from Gersau,Intermediate,5.93 mi,"2,075 ft","2,075 ft",03:32,1.7 mph
https://www.komoot.com/smarttour/8047137,Rigi Burggeist – Rigi Scheidegg loop from Teufibalm,Intermediate,2.33 mi,375 ft,375 ft,01:12,1.9 mph
https://www.komoot.com/smarttour/8048745,Gätterlipass – Rigi Burggeist loop from Teufibalm,Intermediate,5.85 mi,"1,975 ft","1,975 ft",03:27,1.7 mph
https://www.komoot.com/smarttour/1804807,Gätterlipass – Rigi Burggeist loop from Gersau,Intermediate,4.85 mi,"1,725 ft","1,725 ft",02:56,1.7 mph
https://www.komoot.com/smarttour/12250820,Dossen – Rigi Scheidegg loop from Gersau,Expert,9.23 mi,"2,975 ft","2,975 ft",05:31,1.7 mph
https://www.komoot.com/smarttour/12240547,Gersau loop from Gersau,Easy,2.81 mi,475 ft,500 ft,01:22,2.1 mph
https://www.komoot.com/smarttour/8047128,Brücke und Wasserfall loop from Gersau,Intermediate,4.24 mi,"1,525 ft","1,500 ft",02:43,1.6 mph
https://www.komoot.com/smarttour/12245158,Gipfel Rigi Hochflue – Bekannte Leiter 25m loop from Gersau,Expert,4.98 mi,"2,350 ft","2,300 ft",04:19,1.2 mph
https://www.komoot.com/smarttour/8047150,Ochsenalp – Brücke und Wasserfall loop from Gersau,Expert,4.09 mi,"1,825 ft","1,825 ft",03:04,1.3 mph
https://www.komoot.com/smarttour/857898,Passhöhe Hulftegg – Züri-Oberland-Höhenweg loop from Sternenberg,Intermediate,4.65 mi,700 ft,700 ft,02:14,2.1 mph
https://www.komoot.com/smarttour/241413,Toller Grillplatz – Giessenfall loop from Littenheid,Intermediate,5.48 mi,825 ft,825 ft,02:36,2.1 mph
https://www.komoot.com/smarttour/1822882,Toller Grillplatz – Giessenfall loop from Wilen,Intermediate,9.24 mi,"1,225 ft","1,225 ft",04:16,2.2 mph
https://www.komoot.com/smarttour/424108,Berggasthaus Hörnli – Panorama Aussichtspunkt loop from Fischingen,Intermediate,8.82 mi,"2,125 ft","2,125 ft",04:39,1.9 mph
https://www.komoot.com/smarttour/241441,Aussicht – Giessenfall loop from Rickenbach,Intermediate,5.83 mi,650 ft,650 ft,02:39,2.2 mph
https://www.komoot.com/smarttour/12249628,Kleine Kapelle mitten im Wald – Panorama Aussichtspunkt loop from Fischingen,Intermediate,5.68 mi,"1,400 ft","1,400 ft",02:59,1.9 mph
https://www.komoot.com/smarttour/1818435,Häxetobel – Webereiweiher neben der Murg loop from Münchwilen Pflegeheim,Intermediate,5.77 mi,225 ft,225 ft,02:25,2.4 mph
https://www.komoot.com/smarttour/857988,Giessenfall – Aussicht loop from Wilen,Intermediate,6.82 mi,600 ft,600 ft,03:01,2.3 mph
https://www.komoot.com/smarttour/12256162,Häxetobel – Brücke über die Murg loop from Sirnach,Intermediate,9.50 mi,375 ft,375 ft,04:00,2.4 mph
https://www.komoot.com/smarttour/1827132,Panorama Aussichtspunkt – Passhöhe Hulftegg loop from Fischingen,Expert,12.9 mi,"2,675 ft","2,675 ft",06:36,2.0 mph
https://www.komoot.com/smarttour/1821407,Burgruine Tannegg – Tannegger Grat loop from Dussnang,Intermediate,7.03 mi,"1,100 ft","1,100 ft",03:28,2.0 mph
https://www.komoot.com/smarttour/8051643,Berggasthaus Hörnli – Hörnli loop from Fischingen,Intermediate,7.91 mi,"1,700 ft","1,700 ft",04:03,2.0 mph
https://www.komoot.com/smarttour/241419,Giessenfall – Aussicht loop from Littenheid,Intermediate,6.73 mi,"1,100 ft","1,100 ft",03:14,2.1 mph
https://www.komoot.com/smarttour/424095,Berggasthaus Hörnli – Hörnli loop from Sternenberg,Easy,2.60 mi,750 ft,750 ft,01:28,1.8 mph
https://www.komoot.com/smarttour/5505048,Giessenfall – Aussicht loop from Dussnang,Intermediate,10.3 mi,"1,350 ft","1,350 ft",04:47,2.2 mph
https://www.komoot.com/smarttour/1816038,Aussichtsbank – Burgruine Tannegg loop from Bichelsee,Intermediate,5.79 mi,"1,075 ft","1,075 ft",02:57,2.0 mph
https://www.komoot.com/smarttour/530549,St. Iddaburg – Panorama Aussichtspunkt loop from Fischingen,Intermediate,9.63 mi,"2,025 ft","2,025 ft",04:51,2.0 mph
https://www.komoot.com/smarttour/1822747,Klosterblick – Barockkirche Fischingen loop from Dussnang,Intermediate,6.08 mi,"1,050 ft","1,050 ft",02:57,2.1 mph
https://www.komoot.com/smarttour/1811695,Entlang der Murg – Alfred Sutter Park loop from Eschlikon,Intermediate,4.64 mi,325 ft,325 ft,02:02,2.3 mph
https://www.komoot.com/smarttour/1087477,Fuorcla Funtauna S-charl – Ofenpass loop from Tschierv,Intermediate,7.49 mi,"1,575 ft","1,575 ft",04:24,1.7 mph
https://www.komoot.com/smarttour/733243,Alp Astras – S-charl loop from Tschierv,Intermediate,9.11 mi,"1,225 ft","1,200 ft",04:31,2.0 mph
https://www.komoot.com/smarttour/8072477,Fuorcla Sesvenna – S-charl loop from Tschierv,Expert,10.3 mi,"3,250 ft","3,250 ft",07:03,1.5 mph
https://www.komoot.com/smarttour/8070911,Plaun da l‘ Aua – Ofenpass loop from Tschierv,Intermediate,8.74 mi,"1,975 ft","1,975 ft",04:55,1.8 mph
https://www.komoot.com/smarttour/8070908,Das kleine Örtchen Lü – Der kleine See vor Lü loop from Tschierv,Intermediate,7.25 mi,"1,400 ft","1,400 ft",03:34,2.0 mph
https://www.komoot.com/smarttour/565183,Fuorcla Funtauna S-charl – Alp Astras loop from Tschierv,Intermediate,9.03 mi,"1,775 ft","1,775 ft",04:58,1.8 mph
https://www.komoot.com/smarttour/4191091,Reformierte Kirche S-charl loop from Tschierv,Intermediate,3.70 mi,"1,200 ft","1,200 ft",02:09,1.7 mph
https://www.komoot.com/smarttour/1087480,Kirche Tschierv – Ofenpass loop from Tschierv,Expert,9.33 mi,"4,125 ft","4,125 ft",07:01,1.3 mph
https://www.komoot.com/smarttour/1728999,Mitteralm loop from Taufers im Münstertal - Tubre,Intermediate,6.03 mi,"1,725 ft","1,725 ft",03:35,1.7 mph
https://www.komoot.com/smarttour/733178,Mühlenweg entlang dem Fluss – S-charl loop from Tschierv,Expert,6.87 mi,"3,075 ft","3,050 ft",05:22,1.3 mph
https://www.komoot.com/smarttour/12273138,Fuorcla Funtauna S-charl – Wunderschöner Bergföhrenwald loop from Lü,Expert,12.9 mi,"2,625 ft","2,625 ft",07:22,1.8 mph
https://www.komoot.com/smarttour/4191342,Kirche Tschierv – Lai da Chazforà loop from Tschierv,Expert,6.66 mi,"3,025 ft","3,025 ft",04:30,1.5 mph
https://www.komoot.com/smarttour/8069799,Das kleine Örtchen Lü loop from Tschierv,Easy,3.98 mi,775 ft,775 ft,01:58,2.0 mph
https://www.komoot.com/smarttour/8071491,S-charl – S-charl loop from Tschierv,Intermediate,7.80 mi,"1,625 ft","1,600 ft",04:30,1.7 mph
https://www.komoot.com/smarttour/8069803,Kirche Tschierv loop from Tschierv,Intermediate,5.92 mi,"1,900 ft","1,900 ft",03:25,1.7 mph
https://www.komoot.com/smarttour/12271778,Kirche Tschierv – Der kleine See vor Lü loop from Tschierv,Expert,9.51 mi,"2,075 ft","2,075 ft",05:00,1.9 mph
https://www.komoot.com/smarttour/8070927,Fuldera im Val Müstair – Das kleine Örtchen Lü loop from Tschierv,Intermediate,7.25 mi,"1,200 ft","1,175 ft",03:32,2.1 mph
https://www.komoot.com/smarttour/1087425,Starlex Hütte loop from Taufers im Münstertal - Tubre,Intermediate,3.82 mi,"1,250 ft","1,250 ft",02:31,1.5 mph
https://www.komoot.com/smarttour/733177,S-charl – Reformierte Kirche S-charl loop from Tschierv,Intermediate,3.67 mi,850 ft,850 ft,01:57,1.9 mph
