source,title,distance,elevation_up,elevation_down,duration,difficulty,fitness,link,dups
komoot,Steinerne Bogenbrücke – Loorenkopf Turm loop from Bergstation Dolderbahn,6.77,182.88,175.26,01:58:00,easy,difficult,https://www.komoot.com/smarttour/5509265,"[('Steinerne Bogenbrücke – Loorenkopf Turm loop from Bergstation Dolderbahn', 100.0, 2710)]"
komoot,Loorenkopf Turm – Adlisberg Summit loop from Bergstation Dolderbahn,4.37,106.68,106.68,01:15:00,easy,difficult,https://www.komoot.com/smarttour/1817425,"[('Loorenkopf Turm – Adlisberg Summit loop from Bergstation Dolderbahn', 100.0, 2711), ('Adlisberg Summit – Loorenkopf Turm loop from Bergstation Dolderbahn', 95.0, 2721)]"
komoot,Rigiblick – Aussichtspunkt beim Resiweiher loop from Rigiblick,5.31,99.06,91.44,00:59:00,medium,difficult,https://www.komoot.com/smarttour/862940,"[('Rigiblick – Aussichtspunkt beim Resiweiher loop from Rigiblick', 100.0, 2712)]"
komoot,Loorenkopf Turm – Ásványok loop from Bergstation Dolderbahn,5.28,91.44,83.82,01:27:00,easy,difficult,https://www.komoot.com/smarttour/12281138,"[('Loorenkopf Turm – Ásványok loop from Bergstation Dolderbahn', 100.0, 2713)]"
komoot,Loorenkopf Turm – Zürichberg Panorama loop from Fluntern,12.45,251.46,259.08,03:30:00,medium,difficult,https://www.komoot.com/smarttour/8070938,"[('Loorenkopf Turm – Zürichberg Panorama loop from Fluntern', 100.0, 2714)]"
komoot,Zoo Zürich – Waldhüsli loop from Fluntern,8.75,198.12,198.12,02:51:00,medium,difficult,https://www.komoot.com/smarttour/1830765,"[('Zoo Zürich – Waldhüsli loop from Fluntern', 100.0, 2715)]"
komoot,Loorenkopf Turm – Ásványok loop from Pfaffhausen,5.12,91.44,83.82,01:25:00,easy,difficult,https://www.komoot.com/smarttour/12280056,"[('Loorenkopf Turm – Ásványok loop from Pfaffhausen', 100.0, 2716)]"
komoot,Rastplatz mit Bänken – Loorenkopf Turm loop from Waldhaus Dolder,9.16,190.5,190.5,02:35:00,medium,difficult,https://www.komoot.com/smarttour/1830675,"[('Rastplatz mit Bänken – Loorenkopf Turm loop from Waldhaus Dolder', 100.0, 2717), ('Loorenkopf Turm – Rastplatz mit Bänken loop from Waldhaus Dolder', 95.0, 2720)]"
komoot,Steinerne Bogenbrücke – Degenried loop from Bergstation Dolderbahn,10.39,190.5,182.88,02:05:00,medium,difficult,https://www.komoot.com/smarttour/1830770,"[('Steinerne Bogenbrücke – Degenried loop from Bergstation Dolderbahn', 100.0, 2718)]"
komoot,Haupteingang Zoo Zürich – Elefanten loop from Bergstation Dolderbahn,11.56,91.44,83.82,01:36:00,easy,difficult,https://www.komoot.com/smarttour/12273363,"[('Haupteingang Zoo Zürich – Elefanten loop from Bergstation Dolderbahn', 100.0, 2719)]"
komoot,Loorenkopf Turm – Rastplatz mit Bänken loop from Waldhaus Dolder,4.96,152.4,152.4,02:14:00,medium,difficult,https://www.komoot.com/smarttour/8074047,"[('Loorenkopf Turm – Rastplatz mit Bänken loop from Waldhaus Dolder', 100.0, 2720), ('Rastplatz mit Bänken – Loorenkopf Turm loop from Waldhaus Dolder', 95.0, 2717)]"
komoot,Adlisberg Summit – Loorenkopf Turm loop from Bergstation Dolderbahn,5.38,152.4,144.78,01:34:00,easy,difficult,https://www.komoot.com/smarttour/12277178,"[('Adlisberg Summit – Loorenkopf Turm loop from Bergstation Dolderbahn', 100.0, 2721), ('Loorenkopf Turm – Adlisberg Summit loop from Bergstation Dolderbahn', 95.0, 2711)]"
komoot,Steinerne Bogenbrücke – Adlisberg Summit loop from Fluntern,5.27,144.78,144.78,01:33:00,easy,difficult,https://www.komoot.com/smarttour/12281498,"[('Steinerne Bogenbrücke – Adlisberg Summit loop from Fluntern', 100.0, 2722)]"
komoot,Steinerne Bogenbrücke – Aussicht auf den Zürisee loop from Bergstation Dolderbahn,12.23,236.22,228.6,03:54:00,medium,difficult,https://www.komoot.com/smarttour/1853444,"[('Steinerne Bogenbrücke – Aussicht auf den Zürisee loop from Bergstation Dolderbahn', 100.0, 2723)]"
komoot,Steinerne Bogenbrücke – Steinbrücke loop from Witikon,2.58,45.72,45.72,00:42:00,easy,difficult,https://www.komoot.com/smarttour/5512175,"[('Steinerne Bogenbrücke – Steinbrücke loop from Witikon', 100.0, 2724)]"
komoot,Loorenkopf Turm – Rastplatz mit Bänken loop from Pfaffhausen,7.18,167.64,167.64,02:03:00,medium,difficult,https://www.komoot.com/smarttour/1834914,"[('Loorenkopf Turm – Rastplatz mit Bänken loop from Pfaffhausen', 100.0, 2725)]"
komoot,Waldhüsli – Aussicht auf den Zürichsee loop from Bergstation Dolderbahn,8.42,304.8,304.8,03:44:00,medium,difficult,https://www.komoot.com/smarttour/1850339,"[('Waldhüsli – Aussicht auf den Zürichsee loop from Bergstation Dolderbahn', 100.0, 2726)]"
komoot,Landgasthof Geeren – Liebenstein loop from Pfaffhausen,6.01,106.68,106.68,01:40:00,easy,difficult,https://www.komoot.com/smarttour/5513991,"[('Landgasthof Geeren – Liebenstein loop from Pfaffhausen', 100.0, 2727)]"
komoot,Zürichberg Panorama – Waldhüsli loop from Bergstation Dolderbahn,9.91,236.22,236.22,02:50:00,medium,difficult,https://www.komoot.com/smarttour/5515337,"[('Zürichberg Panorama – Waldhüsli loop from Bergstation Dolderbahn', 100.0, 2728)]"
komoot,Lenzerheide Heidsee – Heidsee loop from Valbella,11.01,45.72,45.72,01:45:00,easy,difficult,https://www.komoot.com/smarttour/1985893,"[('Lenzerheide Heidsee – Heidsee loop from Valbella', 100.0, 2729), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 95.0, 2745), ('Heidsee – Lenzerheide Heidsee loop from Valbella', 95.0, 2748)]"
komoot,Hängebrücke Val Meltger – Hängebrücke loop from Lenzerheide,13.25,434.34,434.34,04:06:00,medium,difficult,https://www.komoot.com/smarttour/5508116,"[('Hängebrücke Val Meltger – Hängebrücke loop from Lenzerheide', 100.0, 2730)]"
komoot,Hängebrücke Val Meltger – Hängebrücke loop from Lantsch/Lenz,8.27,381.0,381.0,02:47:00,medium,difficult,https://www.komoot.com/smarttour/152501,"[('Hängebrücke Val Meltger – Hängebrücke loop from Lantsch/Lenz', 100.0, 2731), ('Hängebrücke – Hängebrücke Val Meltger loop from Lantsch/Lenz', 95.0, 2735)]"
komoot,SCALOTTAS – Berghotel Tgantieni loop from Lenzerheide,12.35,365.76,365.76,03:40:00,medium,difficult,https://www.komoot.com/smarttour/12275271,"[('SCALOTTAS – Berghotel Tgantieni loop from Lenzerheide', 100.0, 2732)]"
komoot,Heidsee – Panoramaweg loop from Lenzerheide,11.83,373.38,373.38,03:32:00,medium,difficult,https://www.komoot.com/smarttour/8071062,"[('Heidsee – Panoramaweg loop from Lenzerheide', 100.0, 2733), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Panoramaweg – Heidsee loop from Lenzerheide', 95.0, 2740), ('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 95.0, 2745)]"
komoot,Panoramaweg – Aussicht loop from Lenzerheide,13.85,480.06,480.06,04:13:00,medium,difficult,https://www.komoot.com/smarttour/5509540,"[('Panoramaweg – Aussicht loop from Lenzerheide', 100.0, 2734)]"
komoot,Hängebrücke – Hängebrücke Val Meltger loop from Lantsch/Lenz,7.69,297.18,297.18,02:24:00,medium,difficult,https://www.komoot.com/smarttour/12270817,"[('Hängebrücke – Hängebrücke Val Meltger loop from Lantsch/Lenz', 100.0, 2735), ('Hängebrücke Val Meltger – Hängebrücke loop from Lantsch/Lenz', 95.0, 2731)]"
komoot,Bahnhof Filisur – Bärentritt loop from Filisur,16.95,541.02,541.02,05:30:00,difficult,difficult,https://www.komoot.com/smarttour/12278973,"[('Bahnhof Filisur – Bärentritt loop from Filisur', 100.0, 2736)]"
komoot,Lenzerheide Heidsee – Heidsee loop from Lenzerheide,12.94,335.28,335.28,03:39:00,medium,difficult,https://www.komoot.com/smarttour/8072348,"[('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 100.0, 2737), ('Lenzerheide Heidsee – Heidsee loop from Valbella', 95.0, 2729), ('Heidsee – Panoramaweg loop from Lenzerheide', 95.0, 2733), ('Lenzerheide Heidsee – Seeblick Heidsee loop from Lenzerheide', 95.0, 2738), ('Panoramaweg – Heidsee loop from Lenzerheide', 95.0, 2740)]"
komoot,Lenzerheide Heidsee – Seeblick Heidsee loop from Lenzerheide,16.4,579.12,586.74,05:04:00,difficult,difficult,https://www.komoot.com/smarttour/419485,"[('Lenzerheide Heidsee – Seeblick Heidsee loop from Lenzerheide', 100.0, 2738), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 95.0, 2745)]"
komoot,Wasserfall – Parpaner Rothorn loop from Lenzerheide,5.69,1371.6,1371.6,07:57:00,difficult,difficult,https://www.komoot.com/smarttour/8071311,"[('Wasserfall – Parpaner Rothorn loop from Lenzerheide', 100.0, 2739)]"
komoot,Panoramaweg – Heidsee loop from Lenzerheide,10.56,289.56,289.56,03:06:00,medium,difficult,https://www.komoot.com/smarttour/12271009,"[('Panoramaweg – Heidsee loop from Lenzerheide', 100.0, 2740), ('Heidsee – Panoramaweg loop from Lenzerheide', 95.0, 2733), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 95.0, 2745)]"
komoot,Wiesener Viadukt – Station Wiesen loop from Filisur,12.64,342.9,342.9,03:48:00,medium,difficult,https://www.komoot.com/smarttour/5508561,"[('Wiesener Viadukt – Station Wiesen loop from Filisur', 100.0, 2741)]"
komoot,Panoramaweg – Aussicht loop from Lantsch/Lenz,23.92,670.56,670.56,07:02:00,difficult,difficult,https://www.komoot.com/smarttour/1988012,"[('Panoramaweg – Aussicht loop from Lantsch/Lenz', 100.0, 2742)]"
komoot,Lai Neir – Lais Blos loop from Sur,9.23,441.96,441.96,03:09:00,medium,difficult,https://www.komoot.com/smarttour/207593,"[('Lai Neir – Lais Blos loop from Sur', 100.0, 2743)]"
komoot,Albula-Viadukt I – Albula-Viadukt II loop from Bergün/Bravuogn,14.31,533.4,533.4,04:50:00,medium,difficult,https://www.komoot.com/smarttour/1988117,"[('Albula-Viadukt I – Albula-Viadukt II loop from Bergün/Bravuogn', 100.0, 2744)]"
komoot,Heidsee – Lenzerheide Heidsee loop from Lenzerheide,10.12,228.6,228.6,02:52:00,medium,difficult,https://www.komoot.com/smarttour/1987417,"[('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 100.0, 2745), ('Lenzerheide Heidsee – Heidsee loop from Valbella', 95.0, 2729), ('Heidsee – Panoramaweg loop from Lenzerheide', 95.0, 2733), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Lenzerheide Heidsee – Seeblick Heidsee loop from Lenzerheide', 95.0, 2738)]"
komoot,Heidsee mit Blick aufs Rothorn – Heidsee loop from Lenzerheide,12.25,441.96,441.96,03:47:00,medium,difficult,https://www.komoot.com/smarttour/12275055,"[('Heidsee mit Blick aufs Rothorn – Heidsee loop from Lenzerheide', 100.0, 2746), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 95.0, 2745)]"
komoot,Laj da Palpuogna – Parc Ela loop from Preda,7.04,160.02,160.02,01:27:00,easy,difficult,https://www.komoot.com/smarttour/1986266,"[('Laj da Palpuogna – Parc Ela loop from Preda', 100.0, 2747)]"
komoot,Heidsee – Lenzerheide Heidsee loop from Valbella,8.42,83.82,83.82,02:14:00,medium,difficult,https://www.komoot.com/smarttour/12269263,"[('Heidsee – Lenzerheide Heidsee loop from Valbella', 100.0, 2748), ('Lenzerheide Heidsee – Heidsee loop from Valbella', 95.0, 2729), ('Lenzerheide Heidsee – Heidsee loop from Lenzerheide', 95.0, 2737), ('Heidsee – Lenzerheide Heidsee loop from Lenzerheide', 95.0, 2745)]"
komoot,Lac de Tanay-Sonnenliegen – Lac du Taney loop from Miex,11.9,937.26,937.26,05:22:00,difficult,difficult,https://www.komoot.com/smarttour/1505762,"[('Lac de Tanay-Sonnenliegen – Lac du Taney loop from Miex', 100.0, 2749), ('Lac du Taney – Lac de Tanay-Sonnenliegen loop from Miex', 95.0, 2750)]"
komoot,Lac du Taney – Lac de Tanay-Sonnenliegen loop from Miex,12.28,822.96,822.96,04:39:00,medium,difficult,https://www.komoot.com/smarttour/4109627,"[('Lac du Taney – Lac de Tanay-Sonnenliegen loop from Miex', 100.0, 2750), ('Lac de Tanay-Sonnenliegen – Lac du Taney loop from Miex', 95.0, 2749)]"
komoot,Champery – Passerelle Belle Étoile loop from Champéry-Village,7.78,632.46,632.46,05:00:00,medium,difficult,https://www.komoot.com/smarttour/1593975,"[('Champery – Passerelle Belle Étoile loop from Champéry-Village', 100.0, 2751)]"
komoot,Lake Taney – Alamont 1900m loop from Miex,10.07,883.92,883.92,04:50:00,medium,difficult,https://www.komoot.com/smarttour/12050878,"[('Lake Taney – Alamont 1900m loop from Miex', 100.0, 2752)]"
komoot,Lake Taney – Lac du Taney loop from Miex,5.54,472.44,464.82,02:21:00,medium,difficult,https://www.komoot.com/smarttour/7896666,"[('Lake Taney – Lac du Taney loop from Miex', 100.0, 2753)]"
komoot,Refuge de Chésery – Lac Vert loop from Champery,13.9,716.28,716.28,05:02:00,difficult,difficult,https://www.komoot.com/smarttour/1593146,"[('Refuge de Chésery – Lac Vert loop from Champery', 100.0, 2754), ('Lac Vert – Refuge de Chésery loop from Champery', 95.0, 2755)]"
komoot,Lac Vert – Refuge de Chésery loop from Champery,10.46,716.28,716.28,05:23:00,difficult,difficult,https://www.komoot.com/smarttour/1031155,"[('Lac Vert – Refuge de Chésery loop from Champery', 100.0, 2755), ('Refuge de Chésery – Lac Vert loop from Champery', 95.0, 2754)]"
komoot,Galerie Défago – Immer an der Wand lang  loop from Champery,8.22,396.24,396.24,03:03:00,difficult,difficult,https://www.komoot.com/smarttour/5432328,"[('Galerie Défago – Immer an der Wand lang  loop from Champery', 100.0, 2756)]"
komoot,Refuge de Chésery – Lac Vert loop from Morgins,19.52,784.86,784.86,06:22:00,difficult,difficult,https://www.komoot.com/smarttour/1031159,"[('Refuge de Chésery – Lac Vert loop from Morgins', 100.0, 2757)]"
komoot,Alpage de la Tovassière – Étang de Sassey loop from Morgins,16.41,632.46,632.46,05:02:00,difficult,difficult,https://www.komoot.com/smarttour/7892886,"[('Alpage de la Tovassière – Étang de Sassey loop from Morgins', 100.0, 2758), ('Étang de Sassey – Alpage de la Tovassière loop from Morgins', 95.0, 2768)]"
komoot,Dent de Valerette – Auberge de Chindonne loop from Vérossaz,9.42,449.58,449.58,02:54:00,medium,difficult,https://www.komoot.com/smarttour/710468,"[('Dent de Valerette – Auberge de Chindonne loop from Vérossaz', 100.0, 2759)]"
komoot,Cantine de They – Étang de Sassey loop from Morgins,6.69,144.78,144.78,01:54:00,easy,difficult,https://www.komoot.com/smarttour/5432320,"[('Cantine de They – Étang de Sassey loop from Morgins', 100.0, 2760)]"
komoot,Col Portes de Culet – Pointe de Bellevue loop from Morgins,5.68,708.66,708.66,04:18:00,medium,difficult,https://www.komoot.com/smarttour/4109148,"[('Col Portes de Culet – Pointe de Bellevue loop from Morgins', 100.0, 2761)]"
komoot,Vue sur les Dents du Midi – Pointe des Mossettes 2277m loop from Champery,12.36,746.76,746.76,04:45:00,medium,difficult,https://www.komoot.com/smarttour/4109121,"[('Vue sur les Dents du Midi – Pointe des Mossettes 2277m loop from Champery', 100.0, 2762)]"
komoot,Col de Coux – Aufstieg zum Col de Cou loop from Champery,9.94,434.34,449.58,03:19:00,medium,difficult,https://www.komoot.com/smarttour/1031153,"[('Col de Coux – Aufstieg zum Col de Cou loop from Champery', 100.0, 2763)]"
komoot,Refuge Chez Christine – Nearly at Refuge de Bonavau loop from Champery,15.53,1066.8,1066.8,06:45:00,difficult,difficult,https://www.komoot.com/smarttour/5432872,"[('Refuge Chez Christine – Nearly at Refuge de Bonavau loop from Champery', 100.0, 2764)]"
komoot,Col Portes de Culet – Aussicht auf Dents du Midi loop from Morgins,15.01,434.34,434.34,02:52:00,medium,difficult,https://www.komoot.com/smarttour/12019149,"[('Col Portes de Culet – Aussicht auf Dents du Midi loop from Morgins', 100.0, 2765)]"
komoot,Glockenspiel – Cantine de They loop from Morgins,9.05,243.84,236.22,02:25:00,medium,difficult,https://www.komoot.com/smarttour/12019126,"[('Glockenspiel – Cantine de They loop from Morgins', 100.0, 2766)]"
komoot,Signal de Soie – Lac de soi loop from Champery,15.66,1043.94,1059.18,06:19:00,difficult,difficult,https://www.komoot.com/smarttour/12019872,"[('Signal de Soie – Lac de soi loop from Champery', 100.0, 2767)]"
komoot,Étang de Sassey – Alpage de la Tovassière loop from Morgins,12.11,396.24,403.86,03:40:00,medium,difficult,https://www.komoot.com/smarttour/12019894,"[('Étang de Sassey – Alpage de la Tovassière loop from Morgins', 100.0, 2768), ('Alpage de la Tovassière – Étang de Sassey loop from Morgins', 95.0, 2758)]"
komoot,Nationalpark – Margunet loop from Tschierv,14.78,533.4,533.4,03:21:00,medium,difficult,https://www.komoot.com/smarttour/162837,"[('Nationalpark – Margunet loop from Tschierv', 100.0, 2769)]"
komoot,Am Munt la Schera – Alp la Schera loop from Tschierv,18.06,822.96,822.96,07:02:00,difficult,difficult,https://www.komoot.com/smarttour/5509532,"[('Am Munt la Schera – Alp la Schera loop from Tschierv', 100.0, 2770), ('Alp la Schera – Am Munt la Schera loop from Tschierv', 95.0, 2771)]"
komoot,Alp la Schera – Am Munt la Schera loop from Tschierv,17.8,822.96,815.34,07:04:00,difficult,difficult,https://www.komoot.com/smarttour/366610,"[('Alp la Schera – Am Munt la Schera loop from Tschierv', 100.0, 2771), ('Am Munt la Schera – Alp la Schera loop from Tschierv', 95.0, 2770)]"
komoot,Lai da Ova Spin – Alp Grimmels loop from Ponte del Brum,8.7,457.2,449.58,03:43:00,medium,difficult,https://www.komoot.com/smarttour/370085,"[('Lai da Ova Spin – Alp Grimmels loop from Ponte del Brum', 100.0, 2772)]"
komoot,See – Lai Nair loop from San Bastian,13.69,510.54,510.54,04:22:00,medium,difficult,https://www.komoot.com/smarttour/1087547,"[('See – Lai Nair loop from San Bastian', 100.0, 2773)]"
komoot,Hängebrücke – Hof Zuort loop from Vnà,15.84,563.88,571.5,04:53:00,medium,difficult,https://www.komoot.com/smarttour/628993,"[('Hängebrücke – Hof Zuort loop from Vnà', 100.0, 2774)]"
komoot,Alp Grimmels – Lai da Ova Spin loop from Lavin,15.17,464.82,464.82,03:54:00,medium,difficult,https://www.komoot.com/smarttour/861506,"[('Alp Grimmels – Lai da Ova Spin loop from Lavin', 100.0, 2775)]"
komoot,Nationalpark – Alp Stabelchod loop from Tschierv,13.59,320.04,320.04,02:43:00,medium,difficult,https://www.komoot.com/smarttour/1727710,"[('Nationalpark – Alp Stabelchod loop from Tschierv', 100.0, 2776)]"
komoot,Fuorcla Funtauna S-charl – Ofenpass loop from Tschierv,12.01,434.34,426.72,03:47:00,medium,difficult,https://www.komoot.com/smarttour/732881,"[('Fuorcla Funtauna S-charl – Ofenpass loop from Tschierv', 100.0, 1792), ('Fuorcla Funtauna S-charl – Ofenpass loop from Tschierv', 100.0, 2777)]"
komoot,Punt da Gurlaina – Schloss Tarasp loop from Scuol-Tarasp,15.82,472.44,472.44,04:34:00,medium,difficult,https://www.komoot.com/smarttour/12268806,"[('Punt da Gurlaina – Schloss Tarasp loop from Scuol-Tarasp', 100.0, 2778)]"
komoot,Prui – Motta Naluns loop from Scuol-Tarasp,13.73,906.78,906.78,05:09:00,difficult,difficult,https://www.komoot.com/smarttour/1087616,"[('Prui – Motta Naluns loop from Scuol-Tarasp', 100.0, 2779)]"
komoot,Lai da Ova Spin – Hoch über dem Spölbach loop from Ponte del Brum,7.21,342.9,335.28,03:30:00,medium,difficult,https://www.komoot.com/smarttour/861507,"[('Lai da Ova Spin – Hoch über dem Spölbach loop from Ponte del Brum', 100.0, 2780)]"
komoot,Bellavista – Nationalpark-Panoramaweg loop from Zernez,15.74,708.66,708.66,04:48:00,medium,difficult,https://www.komoot.com/smarttour/1727071,"[('Bellavista – Nationalpark-Panoramaweg loop from Zernez', 100.0, 2781)]"
komoot,Prui – Ftan loop from Muglinèr,11.69,876.3,876.3,05:13:00,difficult,difficult,https://www.komoot.com/smarttour/4191575,"[('Prui – Ftan loop from Muglinèr', 100.0, 2782)]"
komoot,Uina-Schlucht – Val d'Uina loop from Sur En,5.02,1036.32,1036.32,06:54:00,difficult,difficult,https://www.komoot.com/smarttour/8072484,"[(""Uina-Schlucht – Val d'Uina loop from Sur En"", 100.0, 2783)]"
komoot,Zernez – Piz Murtaöl loop from Zernez,13.32,1074.42,1074.42,06:15:00,difficult,difficult,https://www.komoot.com/smarttour/861519,"[('Zernez – Piz Murtaöl loop from Zernez', 100.0, 2784)]"
komoot,Sent – Sent loop from San Bastian,9.58,274.32,274.32,02:49:00,medium,difficult,https://www.komoot.com/smarttour/5511848,"[('Sent – Sent loop from San Bastian', 100.0, 2785)]"
komoot,Tschuccai (korrekte Position) – Lai da Rims loop from Santa Maria,15.98,1005.84,1005.84,06:18:00,difficult,difficult,https://www.komoot.com/smarttour/8071851,"[('Tschuccai (korrekte Position) – Lai da Rims loop from Santa Maria', 100.0, 2786)]"
komoot,Sent – Scuol loop from Sent,11.5,320.04,320.04,03:22:00,medium,difficult,https://www.komoot.com/smarttour/8075610,"[('Sent – Scuol loop from Sent', 100.0, 2787)]"
komoot,Ponte Tibetano – Great Walk loop from Gudo,5.29,563.88,579.12,03:44:00,medium,difficult,https://www.komoot.com/smarttour/162229,"[('Ponte Tibetano – Great Walk loop from Gudo', 100.0, 2788)]"
komoot,San Bernardo – Ponte Tibetano loop from Monte Carasso,8.74,563.88,563.88,03:24:00,medium,difficult,https://www.komoot.com/smarttour/79897,"[('San Bernardo – Ponte Tibetano loop from Monte Carasso', 100.0, 2789)]"
komoot,Viewpoint for a break – Great Walk loop from Monte Carasso,7.83,579.12,579.12,03:08:00,medium,difficult,https://www.komoot.com/smarttour/12071616,"[('Viewpoint for a break – Great Walk loop from Monte Carasso', 100.0, 2790)]"
komoot,Ponte Tibetano – San Bernardo loop from Gudo,8.31,426.72,426.72,02:50:00,medium,difficult,https://www.komoot.com/smarttour/12072585,"[('Ponte Tibetano – San Bernardo loop from Gudo', 100.0, 2791)]"
komoot,San Bernardo – Ponte Tibetano loop from Bellinzona,9.0,655.32,655.32,05:40:00,difficult,difficult,https://www.komoot.com/smarttour/12072733,"[('San Bernardo – Ponte Tibetano loop from Bellinzona', 100.0, 2792)]"
komoot,Ponte Tibetano – Viewpoint for a break loop from Sementina,5.21,541.02,541.02,02:29:00,medium,difficult,https://www.komoot.com/smarttour/7918603,"[('Ponte Tibetano – Viewpoint for a break loop from Sementina', 100.0, 2793)]"
komoot,San Bernardo – Great Walk loop from Monte Carasso,6.45,320.04,320.04,01:55:00,medium,difficult,https://www.komoot.com/smarttour/12071722,"[('San Bernardo – Great Walk loop from Monte Carasso', 100.0, 2794)]"
komoot,Castello di Montebello – Altstadt Bellinzona loop from Bellinzona,6.91,304.8,312.42,02:19:00,medium,difficult,https://www.komoot.com/smarttour/7919748,"[('Castello di Montebello – Altstadt Bellinzona loop from Bellinzona', 100.0, 2795), ('Altstadt Bellinzona – Castello di Montebello loop from Bellinzona', 95.0, 2799), ('Altstadt Bellinzona – Castello di Montebello loop from Bellinzona', 95.0, 2806)]"
komoot,Tolle Holzbrücke – Ponte Tibetano loop from Gudo,4.42,205.74,205.74,01:27:00,easy,difficult,https://www.komoot.com/smarttour/725862,"[('Tolle Holzbrücke – Ponte Tibetano loop from Gudo', 100.0, 2796)]"
komoot,Castello di Sasso Corbaro – Altstadt Bellinzona loop from Bellinzona,7.5,411.48,411.48,02:41:00,medium,difficult,https://www.komoot.com/smarttour/285905,"[('Castello di Sasso Corbaro – Altstadt Bellinzona loop from Bellinzona', 100.0, 2797)]"
komoot,Ponte Tibetano – Viewpoint for a break loop from Monte Carasso,11.8,1249.68,1249.68,06:02:00,difficult,difficult,https://www.komoot.com/smarttour/12070622,"[('Ponte Tibetano – Viewpoint for a break loop from Monte Carasso', 100.0, 2798)]"
komoot,Altstadt Bellinzona – Castello di Montebello loop from Bellinzona,11.76,266.7,266.7,02:37:00,medium,difficult,https://www.komoot.com/smarttour/7919660,"[('Altstadt Bellinzona – Castello di Montebello loop from Bellinzona', 100.0, 2799), ('Altstadt Bellinzona – Castello di Montebello loop from Bellinzona', 100.0, 2806), ('Castello di Montebello – Altstadt Bellinzona loop from Bellinzona', 95.0, 2795)]"
komoot,Motto della Croce – Verlassenes altes Dorf Prada loop from Bellinzona,16.44,1348.74,1348.74,06:43:00,difficult,difficult,https://www.komoot.com/smarttour/1706644,"[('Motto della Croce – Verlassenes altes Dorf Prada loop from Bellinzona', 100.0, 2800)]"
komoot,Cafe al Porto – Castello di Sasso Corbaro loop from Bellinzona,10.58,205.74,205.74,01:26:00,easy,difficult,https://www.komoot.com/smarttour/7918721,"[('Cafe al Porto – Castello di Sasso Corbaro loop from Bellinzona', 100.0, 2801)]"
komoot,Verlassenes altes Dorf Prada – Castello di Sasso Corbaro loop from Bellinzona,5.55,853.44,853.44,04:51:00,medium,difficult,https://www.komoot.com/smarttour/1068400,"[('Verlassenes altes Dorf Prada – Castello di Sasso Corbaro loop from Bellinzona', 100.0, 2802)]"
komoot,Monti di Saurù – Capanna Brogoldone loop from Lumino,14.85,990.6,990.6,05:41:00,difficult,difficult,https://www.komoot.com/smarttour/1068317,"[('Monti di Saurù – Capanna Brogoldone loop from Lumino', 100.0, 2803)]"
komoot,CupMarkedStone-TI6809.02 – Cima di Medeglia loop from Isone,13.67,617.22,617.22,03:48:00,medium,difficult,https://www.komoot.com/smarttour/5441575,"[('CupMarkedStone-TI6809.02 – Cima di Medeglia loop from Isone', 100.0, 2804)]"
komoot,Cafe al Porto – Weg am Schatten loop from Bellinzona,21.06,693.42,693.42,03:37:00,medium,difficult,https://www.komoot.com/smarttour/1706228,"[('Cafe al Porto – Weg am Schatten loop from Bellinzona', 100.0, 2805)]"
komoot,Altstadt Bellinzona – Castello di Montebello loop from Bellinzona,8.57,457.2,457.2,03:47:00,medium,difficult,https://www.komoot.com/smarttour/5441750,"[('Altstadt Bellinzona – Castello di Montebello loop from Bellinzona', 100.0, 2799), ('Altstadt Bellinzona – Castello di Montebello loop from Bellinzona', 100.0, 2806), ('Castello di Montebello – Altstadt Bellinzona loop from Bellinzona', 95.0, 2795)]"
komoot,Mornera – Capanna Albagno loop from Carasso,9.46,685.8,685.8,04:45:00,difficult,difficult,https://www.komoot.com/smarttour/1068386,"[('Mornera – Capanna Albagno loop from Carasso', 100.0, 2807)]"
komoot,Römerkastell Irgenhausen – Ein Spitzenplick auf den See loop from Pfäffikon,10.19,45.72,45.72,02:37:00,medium,difficult,https://www.komoot.com/smarttour/8051280,"[('Römerkastell Irgenhausen – Ein Spitzenplick auf den See loop from Pfäffikon', 100.0, 2808)]"
komoot,Höchstock – Gratwanderung loop from Steg,9.06,358.14,358.14,02:55:00,medium,difficult,https://www.komoot.com/smarttour/39991,"[('Höchstock – Gratwanderung loop from Steg', 100.0, 2809)]"
komoot,Gratwanderung – Hörnli loop from Bauma,10.08,495.3,495.3,04:02:00,medium,difficult,https://www.komoot.com/smarttour/1820804,"[('Gratwanderung – Hörnli loop from Bauma', 100.0, 2810)]"
